ax,ay,az,gx,gy,gz,mx,my,mz,label
-0.02,-1.01,-0.05,-0.49,-4.15,2.38,20.20,17.43,-0.81,3
-0.01,-1.01,-0.04,-1.40,-3.42,2.08,20.26,16.58,-1.01,3
-0.01,-1.01,-0.03,1.04,-2.38,3.17,20.36,16.76,-1.21,3
-0.00,-1.00,-0.04,0.24,-1.59,3.05,20.79,17.50,-0.98,3
0.02,-1.04,0.00,-3.30,-1.04,3.36,20.54,17.37,-1.40,3
-0.02,-1.04,-0.03,0.55,-2.69,1.65,20.32,17.21,-1.99,3
-0.00,-1.02,-0.02,-3.30,-3.78,4.52,20.34,16.93,-2.27,3
0.00,-1.01,0.01,-0.73,-4.33,1.65,20.64,16.81,-2.43,3
-0.01,-1.02,0.00,2.81,-2.81,0.92,20.45,17.37,-2.64,3
0.00,-1.09,-0.11,14.47,-8.91,-18.07,19.76,17.30,-2.65,3
-0.02,-1.04,0.00,4.15,-3.78,2.08,20.12,16.61,-2.37,3
-0.02,-1.01,-0.01,2.50,-6.59,0.61,20.51,16.86,-1.84,3
-0.03,-1.04,-0.01,3.54,-0.18,1.71,21.00,17.29,-0.99,3
-0.02,-1.04,-0.01,-3.60,-3.17,1.28,20.43,17.48,-1.78,3
0.00,-1.01,0.01,-10.50,-6.29,18.55,20.68,17.60,-2.29,3
-0.00,-1.01,0.04,-2.81,-3.97,4.46,21.04,18.44,-2.97,3
0.01,-1.03,0.03,-5.80,-5.62,14.34,20.75,17.27,-2.56,3
0.01,-0.99,0.04,0.18,-0.37,5.43,21.24,17.50,-2.36,3
0.02,-1.00,0.05,0.73,-5.62,6.53,21.45,17.49,-2.76,3
0.01,-1.09,0.02,7.20,1.28,-6.96,21.23,17.70,-2.91,3
0.01,-1.03,0.04,0.92,-1.28,1.71,21.29,17.97,-2.36,3
0.01,-1.03,0.02,8.54,1.10,-2.50,21.20,17.85,-2.34,3
0.01,-1.00,0.03,4.64,-3.23,-0.92,21.06,17.79,-3.12,3
0.02,-1.02,0.05,5.74,-2.93,-0.98,21.12,17.80,-1.92,3
0.01,-1.00,0.04,9.09,-0.73,-3.60,21.12,17.69,-2.32,3
0.00,-1.03,0.00,9.28,1.04,-8.61,20.92,17.33,-2.73,3
0.00,-1.00,0.04,12.21,-5.49,-1.83,20.64,17.88,-2.54,3
-0.00,-1.02,0.01,9.52,-6.10,-1.59,20.14,18.10,-1.90,3
-0.01,-1.02,0.01,4.58,-3.66,-2.75,19.93,17.96,-2.04,3
-0.01,-1.03,0.00,0.43,-4.76,3.78,20.26,18.21,-2.71,3
-0.00,-1.00,0.03,-8.18,1.77,11.47,20.32,18.77,-2.01,3
0.00,-1.04,0.03,-6.71,1.71,7.75,20.51,18.80,-2.58,3
0.03,-1.01,0.05,-11.96,-1.34,27.40,21.11,18.58,-3.72,3
0.03,-1.02,0.06,-0.43,-0.98,13.85,21.44,18.76,-4.00,3
0.07,-0.97,0.05,-0.37,-0.85,19.78,21.78,18.30,-3.83,3
0.06,-1.01,0.06,0.55,-2.26,9.77,22.20,17.85,-3.64,3
0.09,-1.02,0.08,-1.53,-2.75,23.44,22.72,17.70,-4.16,3
0.10,-0.99,0.09,-5.98,0.79,19.84,23.22,17.98,-4.70,3
0.12,-1.01,0.09,1.16,-3.17,16.85,23.90,17.97,-4.27,3
0.14,-0.99,0.09,-2.50,3.36,23.44,24.37,17.79,-4.38,3
0.15,-0.99,0.09,4.15,-3.60,11.72,24.83,17.72,-4.75,3
0.17,-1.00,0.09,-2.69,0.12,16.30,25.50,17.63,-4.41,3
0.19,-1.00,0.10,-3.17,-0.49,20.08,25.57,17.31,-5.31,3
0.20,-0.95,0.11,-3.17,-4.46,16.54,26.07,17.81,-5.49,3
0.21,-0.99,0.12,-1.53,-0.18,3.66,26.05,17.33,-4.86,3
0.23,-1.00,0.12,-12.15,2.32,10.01,26.48,16.88,-6.02,3
0.23,-0.98,0.15,-13.49,-3.78,17.58,26.28,16.89,-6.30,3
0.23,-0.96,0.16,-4.52,-3.42,13.61,26.75,17.83,-5.51,3
0.24,-0.98,0.17,2.08,-2.20,8.73,27.37,17.37,-6.70,3
0.26,-0.97,0.16,-2.26,0.12,12.57,27.73,17.24,-5.74,3
0.26,-0.94,0.18,-2.81,-3.60,14.16,28.08,16.94,-6.36,3
0.27,-0.95,0.18,-2.01,-0.79,9.46,28.33,16.92,-6.09,3
0.27,-0.95,0.19,4.33,-2.08,9.46,28.83,16.96,-7.39,3
0.28,-0.93,0.17,15.32,-6.59,5.86,28.42,16.92,-6.15,3
0.29,-0.98,0.18,3.60,-1.16,3.85,28.20,17.10,-6.35,3
0.28,-0.92,0.16,0.67,-4.82,3.36,28.81,17.02,-6.92,3
0.30,-0.98,0.18,-4.46,-3.66,0.73,29.02,16.77,-7.14,3
0.28,-0.95,0.18,-5.92,-5.43,0.92,29.08,16.03,-6.63,3
0.29,-0.96,0.20,-0.61,-3.66,1.28,29.04,16.96,-7.36,3
0.28,-0.94,0.20,2.20,-3.97,1.83,29.33,16.39,-8.00,3
0.29,-0.95,0.20,-1.95,-0.85,2.81,28.66,16.63,-7.07,3
0.29,-0.95,0.22,3.54,-4.03,1.04,29.53,16.91,-7.76,3
0.30,-0.95,0.21,1.59,4.27,2.81,29.19,16.70,-7.59,3
0.29,-0.94,0.20,2.75,-0.73,2.08,29.28,16.39,-7.43,3
0.29,-0.95,0.22,1.16,-2.99,2.08,28.99,16.50,-7.29,3
0.29,-0.94,0.21,1.95,-3.60,2.81,28.97,16.21,-8.67,3
0.29,-0.94,0.22,-0.67,-1.83,3.17,28.93,16.96,-8.47,3
0.29,-0.95,0.22,3.17,-5.74,1.77,29.43,16.72,-8.23,3
0.29,-0.94,0.22,2.99,-4.21,2.14,29.17,16.50,-8.13,3
0.30,-0.94,0.22,4.82,-5.07,0.24,29.11,17.08,-8.20,3
0.30,-0.94,0.23,-4.64,-3.91,3.78,29.50,16.48,-8.18,3
0.29,-0.92,0.25,-14.47,-2.99,2.87,29.64,16.74,-9.31,3
0.30,-0.93,0.27,-11.84,-2.99,3.30,29.61,16.55,-9.27,3
0.30,-0.91,0.28,-2.01,-4.03,1.83,29.57,16.59,-9.64,3
0.29,-0.94,0.28,-0.37,-3.66,-0.55,29.87,16.38,-10.38,3
0.29,-0.91,0.29,3.05,-4.21,0.73,29.64,16.69,-9.05,3
0.29,-0.93,0.28,5.19,-3.66,-0.18,29.91,16.82,-9.30,3
0.30,-0.92,0.29,1.95,-3.48,0.49,29.85,17.11,-10.27,3
0.29,-0.93,0.29,3.36,-2.50,0.98,29.55,16.82,-10.29,3
0.28,-0.91,0.28,4.21,-3.66,-0.67,29.64,15.83,-10.85,3
0.29,-0.92,0.30,-0.49,-2.50,3.78,29.94,16.69,-10.25,3
0.28,-0.92,0.30,5.62,-2.69,1.53,29.87,16.46,-11.28,3
0.29,-0.93,0.29,7.20,-0.73,2.32,29.69,16.86,-11.18,3
0.29,-0.92,0.28,11.78,-2.87,-0.79,29.58,16.36,-10.24,3
0.29,-0.91,0.28,4.64,-2.08,1.95,29.69,16.64,-9.62,3
0.29,-0.92,0.28,3.23,-3.54,0.18,29.80,16.54,-9.67,3
0.29,-0.93,0.28,6.35,-2.81,0.92,29.66,16.64,-9.79,3
0.29,-0.93,0.27,7.81,-3.23,0.37,29.92,17.02,-9.48,3
0.29,-0.93,0.28,7.51,-2.50,0.73,29.46,16.58,-8.85,3
0.28,-0.93,0.26,12.45,-4.15,0.31,29.53,16.52,-9.83,3
0.28,-0.93,0.27,9.16,-3.23,1.40,29.58,16.86,-9.58,3
0.28,-0.93,0.27,12.02,-3.11,-0.79,29.22,16.61,-10.31,3
0.28,-0.94,0.25,10.07,-2.99,-0.24,29.30,16.91,-9.12,3
0.28,-0.93,0.25,9.09,-1.95,-0.79,29.71,16.63,-8.41,3
0.28,-0.94,0.24,7.26,-1.04,1.04,28.97,17.19,-8.78,3
0.28,-0.94,0.24,6.35,-2.44,0.43,28.77,17.07,-8.85,3
0.28,-0.95,0.23,7.32,-1.89,0.92,29.10,16.86,-8.06,3
0.28,-0.93,0.24,6.47,-3.17,1.10,28.82,16.88,-8.08,3
0.28,-0.95,0.23,5.43,-2.56,0.61,29.20,16.89,-7.52,3
0.28,-0.94,0.23,5.68,-2.87,0.67,28.50,16.89,-8.24,3
0.28,-0.95,0.23,5.19,-3.23,0.85,29.25,17.04,-9.01,3
0.28,-0.94,0.23,4.33,-2.38,0.12,29.21,17.72,-8.08,3
0.28,-0.95,0.23,4.21,-2.08,0.49,28.86,16.97,-8.87,3
0.27,-0.94,0.23,3.85,-2.81,1.16,29.13,17.04,-7.98,3
0.28,-0.95,0.23,4.52,-3.17,0.18,28.45,17.68,-8.79,3
0.27,-0.94,0.23,4.88,-3.17,0.73,28.50,16.85,-8.11,3
0.27,-0.94,0.23,4.76,-2.08,-0.85,28.43,18.14,-8.14,3
0.27,-0.95,0.23,4.88,-2.20,0.24,28.45,17.10,-7.60,3
0.27,-0.95,0.22,6.59,-1.89,-1.59,28.37,17.37,-9.39,3
0.27,-0.96,0.23,2.87,-2.93,2.20,28.52,17.08,-7.97,3
0.27,-0.94,0.23,2.32,-1.53,0.55,28.64,17.20,-8.59,3
0.27,-0.95,0.23,4.58,-2.99,0.85,28.17,16.96,-7.84,3
0.27,-0.95,0.22,4.52,-2.56,0.12,28.32,17.09,-7.58,3
0.27,-0.95,0.22,4.03,-2.81,0.43,28.32,18.32,-7.79,3
0.26,-0.95,0.22,4.58,-2.14,0.00,28.26,17.92,-9.12,3
0.26,-0.95,0.22,3.97,-3.05,0.79,28.37,17.72,-8.09,3
0.26,-0.95,0.22,5.80,-3.30,-2.87,27.97,17.58,-8.59,3
0.26,-0.95,0.22,4.39,-4.58,-3.30,27.99,17.59,-7.48,3
0.24,-0.94,0.21,5.19,-6.35,-8.73,27.70,17.33,-7.95,3
0.23,-0.96,0.22,19.90,-6.47,-23.68,27.20,17.87,-7.54,3
0.22,-0.98,0.20,6.41,-5.43,-17.21,26.54,18.73,-7.48,3
0.20,-0.95,0.21,-14.47,-0.06,-10.93,26.16,18.08,-7.52,3
0.19,-0.99,0.24,-12.33,-5.74,-17.82,25.88,18.57,-8.83,3
0.16,-0.95,0.26,-13.12,-3.60,-7.57,26.21,18.23,-8.24,3
0.16,-0.98,0.28,4.21,-4.33,-10.56,25.65,18.40,-10.05,3
0.14,-0.95,0.26,-12.02,-5.92,-10.44,25.28,18.05,-9.09,3
0.13,-0.98,0.27,-2.32,-9.83,-15.81,24.80,18.57,-9.42,3
0.11,-0.98,0.30,5.55,-7.45,-15.32,24.27,19.59,-10.19,3
0.07,-0.94,0.29,-5.80,-8.97,-25.82,23.68,18.80,-9.57,3
0.05,-0.96,0.29,-4.94,-8.61,-31.62,22.53,19.40,-11.11,3
0.01,-0.96,0.30,-3.97,-10.25,-11.29,22.02,19.12,-10.73,3
0.01,-0.95,0.32,-1.83,-6.10,-23.38,21.57,19.92,-9.80,3
-0.02,-0.96,0.31,15.44,-6.65,-26.73,20.78,18.99,-10.39,3
-0.06,-0.94,0.30,9.89,-7.32,-30.21,20.24,19.34,-10.84,3
-0.08,-1.00,0.28,16.66,-3.23,-33.63,18.90,19.36,-9.75,3
-0.12,-0.99,0.27,9.28,-8.18,-28.63,18.37,18.85,-9.39,3
-0.14,-0.92,0.27,19.10,-6.47,-32.71,16.82,19.80,-8.62,3
-0.18,-0.97,0.27,14.04,-5.13,-12.76,16.11,19.13,-9.64,3
-0.19,-0.95,0.26,9.89,-1.95,-18.86,16.47,19.80,-8.11,3
-0.21,-0.96,0.26,18.07,-5.07,-21.00,15.32,18.55,-8.39,3
-0.24,-0.98,0.22,11.66,-5.00,-16.60,14.38,19.34,-8.62,3
-0.30,-1.01,0.25,0.98,-8.42,-12.51,14.04,18.30,-7.84,3
-0.25,-0.94,0.24,-7.87,-5.49,-1.95,13.73,19.20,-8.92,3
-0.26,-0.95,0.25,-0.67,-8.06,-7.20,14.21,18.60,-8.47,3
-0.28,-0.93,0.24,6.84,-4.88,-7.39,13.56,19.07,-8.72,3
-0.27,-0.94,0.22,14.34,-1.28,-0.67,13.29,19.19,-8.97,3
-0.29,-0.95,0.24,-3.72,-3.42,-6.59,13.35,18.54,-7.95,3
-0.29,-0.93,0.24,-0.85,-4.15,-7.75,13.75,18.63,-8.47,3
-0.31,-0.95,0.25,-2.93,-3.97,-6.71,12.87,19.23,-8.67,3
-0.31,-0.92,0.24,0.37,-3.85,-2.44,12.38,18.19,-10.11,3
-0.32,-0.96,0.28,0.24,-3.30,0.18,12.82,18.59,-9.07,3
-0.32,-0.91,0.25,-0.31,-9.09,-10.74,12.56,18.33,-8.56,3
-0.32,-0.92,0.26,-0.67,-2.87,3.17,12.79,18.41,-9.05,3
-0.31,-0.92,0.26,-3.48,-2.38,-1.22,12.78,18.55,-9.69,3
-0.33,-0.92,0.27,2.32,-4.03,2.62,12.70,18.27,-9.78,3
-0.33,-0.92,0.27,1.71,-5.74,-0.18,12.35,18.99,-9.56,3
-0.33,-0.92,0.27,2.93,-2.75,2.32,12.48,18.71,-9.34,3
-0.32,-0.91,0.27,2.93,-2.56,0.67,12.70,18.70,-9.18,3
-0.32,-0.92,0.28,4.39,-2.75,1.77,13.04,18.40,-9.59,3
-0.33,-0.92,0.27,2.75,-3.91,-0.61,12.59,18.80,-9.34,3
-0.33,-0.91,0.27,6.90,-4.76,-0.18,12.74,18.58,-9.42,3
-0.34,-0.92,0.27,2.50,-4.70,-0.67,12.08,18.65,-10.46,3
-0.33,-0.91,0.27,5.86,-4.52,0.12,12.23,18.70,-9.24,3
-0.34,-0.92,0.27,5.74,-3.72,0.61,12.52,18.79,-9.69,3
-0.34,-0.91,0.27,4.94,-3.48,0.43,12.35,18.05,-10.28,3
-0.34,-0.92,0.26,6.47,-2.62,0.43,11.76,18.08,-9.11,3
-0.34,-0.92,0.27,2.93,-2.50,1.46,11.41,18.84,-10.06,3
-0.34,-0.91,0.26,5.43,-2.62,1.59,12.04,18.37,-9.59,3
-0.34,-0.92,0.27,4.70,-3.23,1.53,12.19,18.69,-9.80,3
-0.34,-0.91,0.26,5.31,-2.93,1.34,11.94,18.53,-9.91,3
-0.34,-0.91,0.27,5.98,-3.36,1.16,12.18,18.60,-8.69,3
-0.34,-0.92,0.27,4.03,-2.81,2.32,12.49,18.77,-9.39,3
-0.33,-0.91,0.26,9.34,-2.81,2.08,11.83,17.99,-9.35,3
-0.34,-0.92,0.26,5.07,-3.17,1.77,12.07,18.70,-9.22,3
-0.34,-0.92,0.26,4.33,-2.87,0.85,12.27,18.36,-9.22,3
-0.34,-0.92,0.26,3.91,-2.32,1.83,11.96,18.60,-8.78,3
-0.33,-0.91,0.26,4.70,-3.85,0.55,12.40,18.27,-9.39,3
-0.34,-0.92,0.26,2.93,-2.26,2.08,12.19,18.62,-9.45,3
-0.34,-0.92,0.26,4.82,-3.85,1.16,11.89,17.70,-9.72,3
-0.34,-0.92,0.26,4.27,-2.93,1.71,12.21,18.42,-7.63,3
-0.34,-0.91,0.26,3.17,-2.69,1.34,12.10,18.68,-9.16,3
-0.34,-0.91,0.26,5.86,-2.38,1.53,12.17,18.31,-9.05,3
-0.34,-0.92,0.27,2.50,-1.46,2.32,12.15,18.49,-8.72,3
-0.34,-0.91,0.26,4.33,-2.50,2.14,11.69,18.75,-9.12,3
-0.34,-0.92,0.26,4.27,-2.93,0.92,12.59,19.32,-8.48,3
-0.34,-0.92,0.26,4.82,-3.97,1.22,12.02,18.64,-8.63,3
-0.34,-0.92,0.26,5.68,-2.56,2.69,12.33,18.46,-8.39,3
-0.34,-0.92,0.26,4.46,-3.36,1.34,12.65,18.41,-8.79,3
-0.34,-0.92,0.26,3.48,-2.87,0.67,12.51,18.53,-9.36,3
-0.34,-0.92,0.26,5.98,-2.44,1.40,12.52,18.23,-9.40,3
-0.34,-0.92,0.26,3.30,-2.38,0.98,12.43,18.33,-9.23,3
-0.34,-0.92,0.26,4.27,-2.93,1.65,12.37,18.52,-8.87,3
-0.34,-0.92,0.26,4.52,-3.48,1.40,11.89,18.26,-9.42,3
-0.34,-0.91,0.26,3.91,-3.48,1.40,12.93,18.21,-9.44,3
-0.34,-0.92,0.26,5.62,-2.75,1.28,11.82,17.98,-9.25,3
-0.34,-0.92,0.26,3.48,-2.38,2.14,12.22,18.88,-9.28,3
-0.34,-0.92,0.26,6.10,-2.87,1.28,12.28,18.12,-10.22,3
-0.34,-0.92,0.26,2.87,-2.26,2.26,12.38,18.13,-8.80,3
-0.34,-0.92,0.26,4.21,-2.26,2.08,12.48,18.60,-9.57,3
-0.34,-0.92,0.26,3.97,-2.87,1.71,12.51,18.21,-9.40,3
-0.34,-0.92,0.26,3.85,-2.93,1.59,12.59,18.20,-9.83,3
-0.34,-0.92,0.26,4.88,-2.69,1.65,12.18,18.40,-9.20,3
-0.34,-0.92,0.26,3.66,-2.14,2.26,11.96,17.91,-9.29,3
-0.33,-0.92,0.26,5.07,-3.05,0.31,12.24,18.12,-8.11,3
-0.34,-0.92,0.26,3.60,-2.99,2.08,12.11,18.08,-9.14,3
-0.34,-0.92,0.26,4.21,-2.81,0.73,12.28,18.14,-8.95,3
-0.34,-0.92,0.26,3.54,-2.81,2.75,12.16,17.90,-8.94,3
-0.34,-0.92,0.26,4.15,-3.60,1.16,12.26,17.83,-8.67,3
-0.34,-0.92,0.26,5.25,-3.42,1.83,12.95,17.60,-9.27,3
-0.34,-0.92,0.26,4.33,-3.23,1.28,12.19,17.76,-9.11,3
-0.34,-0.92,0.25,5.13,-2.93,1.95,12.54,18.23,-9.72,3
-0.34,-0.92,0.26,3.11,-2.50,1.40,12.71,17.88,-9.91,3
-0.34,-0.92,0.26,5.43,-3.11,1.53,13.10,18.48,-9.40,3
-0.34,-0.92,0.26,2.87,-1.71,2.38,12.43,18.62,-9.14,3
-0.34,-0.91,0.26,6.41,-4.09,3.05,12.22,18.03,-9.70,3
-0.34,-0.92,0.25,2.87,-2.50,1.83,12.37,18.19,-9.19,3
-0.34,-0.93,0.26,5.92,-2.50,3.17,11.89,18.01,-9.08,3
-0.34,-0.92,0.26,6.10,-3.60,2.38,12.22,18.13,-9.53,3
-0.33,-0.92,0.26,4.33,-2.50,1.77,12.49,18.36,-8.46,3
-0.33,-0.92,0.26,5.62,-3.66,2.38,12.45,18.26,-9.92,3
-0.33,-0.92,0.25,3.91,-3.48,2.08,12.35,18.19,-8.64,3
-0.33,-0.92,0.26,4.21,-2.75,2.75,12.78,18.55,-9.09,3
-0.33,-0.92,0.26,5.13,-3.36,3.48,12.52,18.44,-9.74,3
-0.33,-0.93,0.26,2.38,-2.38,3.91,12.55,18.20,-8.94,3
-0.33,-0.93,0.25,4.70,-2.44,5.07,12.88,18.18,-9.78,3
-0.32,-0.92,0.26,5.92,-2.26,4.21,13.07,19.03,-9.24,3
-0.32,-0.95,0.26,4.70,1.46,7.32,13.51,18.58,-10.03,3
-0.32,-0.92,0.26,3.85,-3.05,7.32,13.12,18.46,-9.11,3
-0.31,-0.93,0.25,6.29,-1.34,6.90,13.04,18.79,-8.83,3
-0.30,-0.94,0.26,5.62,0.00,9.09,12.73,18.40,-9.18,3
-0.30,-0.92,0.25,4.82,-3.42,7.45,13.44,18.59,-9.27,3
-0.29,-0.94,0.25,13.18,-0.92,11.60,13.62,18.99,-8.70,3
-0.28,-0.94,0.24,10.07,-2.93,11.96,13.81,19.15,-8.56,3
-0.28,-0.96,0.24,7.32,0.49,10.31,14.50,18.76,-8.33,3
-0.26,-0.95,0.22,10.86,-0.92,11.78,13.79,18.73,-8.45,3
-0.24,-0.96,0.23,9.16,0.00,16.85,14.71,18.90,-7.90,3
-0.23,-0.96,0.23,3.23,0.31,12.82,14.75,19.62,-7.58,3
-0.22,-0.96,0.23,4.27,-2.08,13.79,15.14,18.64,-7.56,3
-0.21,-0.97,0.23,1.53,0.61,11.17,15.42,19.51,-8.40,3
-0.20,-0.96,0.24,-1.83,0.12,17.70,15.63,19.13,-8.24,3
-0.18,-0.97,0.24,-4.09,2.20,17.70,16.04,19.03,-8.23,3
-0.16,-0.96,0.27,-4.15,0.67,19.47,16.69,19.03,-9.27,3
-0.15,-0.97,0.26,-2.62,1.95,16.05,16.89,19.30,-9.78,3
-0.14,-0.97,0.28,0.12,-1.46,14.34,16.98,19.51,-8.44,3
-0.12,-0.96,0.27,-2.20,-0.49,18.68,17.24,19.49,-10.45,3
-0.11,-0.97,0.28,-3.42,0.61,17.40,17.19,19.71,-9.22,3
-0.09,-0.98,0.29,-0.06,-0.79,15.99,18.35,19.48,-10.11,3
-0.08,-0.95,0.28,3.85,-2.87,17.94,18.86,19.46,-10.07,3
-0.07,-0.98,0.30,3.60,-1.53,15.32,19.34,19.58,-9.58,3
-0.05,-0.96,0.29,-0.55,-0.24,18.07,19.85,19.32,-11.04,3
-0.02,-0.97,0.30,0.79,2.81,19.84,19.57,19.34,-10.47,3
-0.02,-0.96,0.30,3.23,-1.95,18.74,20.67,19.19,-9.47,3
0.01,-0.95,0.29,-2.38,1.65,22.28,21.08,18.76,-10.38,3
0.02,-0.99,0.32,1.83,0.61,20.51,21.56,19.02,-11.49,3
0.05,-0.96,0.29,7.81,2.69,18.49,22.13,19.24,-11.58,3
0.06,-0.97,0.31,-4.70,2.32,20.08,23.21,18.76,-10.57,3
0.08,-0.95,0.31,4.46,0.98,17.40,23.22,18.53,-11.04,3
0.09,-0.97,0.31,2.56,0.98,14.34,23.54,18.74,-10.64,3
0.10,-0.97,0.33,-5.92,4.33,16.11,23.84,18.32,-11.54,3
0.11,-0.95,0.33,-4.52,-2.20,10.13,24.33,18.14,-11.46,3
0.14,-0.96,0.34,-8.85,2.14,20.87,25.27,18.01,-12.45,3
0.14,-0.93,0.34,-2.44,-0.55,16.91,25.40,18.43,-11.87,3
0.17,-0.95,0.36,4.15,1.34,17.52,26.17,17.87,-11.49,3
0.17,-0.94,0.34,15.99,-0.73,8.30,25.72,17.58,-11.18,3
0.19,-0.92,0.33,13.18,1.65,13.61,26.17,17.55,-11.16,3
0.19,-0.95,0.33,15.99,0.67,8.18,26.32,18.24,-11.52,3
0.20,-0.94,0.32,3.60,5.00,14.71,26.37,17.91,-11.01,3
0.23,-0.94,0.32,4.76,0.18,12.82,27.06,17.97,-11.19,3
0.23,-0.92,0.31,1.28,-1.65,13.61,27.51,18.08,-11.50,3
0.23,-0.93,0.33,1.53,-1.28,5.13,27.32,18.04,-11.50,3
0.23,-0.92,0.32,4.88,-1.34,5.19,27.77,17.94,-10.90,3
0.24,-0.93,0.33,0.18,-1.46,4.09,28.00,18.07,-11.00,3
0.24,-0.92,0.33,5.31,-2.08,5.37,27.56,17.48,-12.12,3
0.24,-0.93,0.33,1.16,-2.69,3.23,27.80,17.91,-11.17,3
0.25,-0.91,0.33,0.31,-2.38,7.69,27.84,17.18,-11.47,3
0.25,-0.92,0.33,3.91,-1.22,3.42,27.48,17.88,-11.40,3
0.26,-0.92,0.34,1.77,-3.23,2.75,27.97,17.29,-10.73,3
0.25,-0.91,0.34,0.18,-1.89,2.56,27.84,17.26,-11.15,3
0.26,-0.91,0.34,4.39,-3.54,1.10,27.89,17.43,-11.40,3
0.26,-0.93,0.34,6.71,-2.44,2.01,27.98,17.50,-10.97,3
0.25,-0.90,0.34,6.10,-3.36,1.53,27.98,17.47,-11.85,3
0.26,-0.92,0.33,5.19,-1.83,0.18,28.09,17.50,-12.27,3
0.25,-0.91,0.33,6.35,-3.17,0.43,28.02,18.01,-11.65,3
0.25,-0.93,0.33,4.27,-2.99,1.65,27.97,17.16,-12.70,3
0.26,-0.92,0.33,5.19,-2.01,0.43,27.27,17.88,-12.10,3
0.25,-0.92,0.33,4.82,-3.30,-0.31,28.03,17.40,-11.79,3
0.25,-0.91,0.33,5.31,-2.20,0.73,27.82,17.59,-12.30,3
0.25,-0.93,0.33,3.91,-2.44,0.85,27.94,17.80,-11.35,3
0.25,-0.91,0.33,4.52,-2.32,1.46,27.94,17.69,-11.01,3
