ax,ay,az,gx,gy,gz,mx,my,mz,label
-0.04,0.07,0.98,2.69,-4.52,1.53,19.68,2.28,-40.26,1
0.07,0.98,-0.08,3.6,-2.44,1.22,24.46,-35.03,-25.23,3
-0.19,0.96,-0.11,1.53,-3.6,1.04,18.46,-35.69,-23.27,3
-0.01,0.02,1,5.8,-5.68,3.48,21.7,2.44,-40.2,1
0.07,0.87,-0.4,33.81,-11.17,-2.81,26.54,-36.06,-15.01,3
-0.11,0.02,0.99,5.55,-1.4,1.89,19.74,1.87,-40.83,1
-0.09,0.98,0.06,-2.62,-5.8,4.7,19.49,-33.97,-27.67,3
0.81,0.56,-0.07,4.76,-8.12,2.5,39.17,-25.67,-0.06,5
-0.99,-0.09,0,5.37,-3.97,7.02,-6.97,-19.62,-13.72,4
-0.02,0.08,-1.01,4.7,-2.2,0.79,23.72,-24.08,10.8,2
0.98,-0.06,0.02,2.81,-3.17,2.99,43.4,4.38,-11.46,5
0.86,0.52,-0.06,2.93,-6.35,28.14,39.37,-23.5,-0.49,5
0,-1.01,0.01,-0.73,-4.33,1.65,20.64,16.81,-2.43,3
-0.07,0,0.99,5.68,-4.27,1.77,20.21,2.38,-40.41,1
0.17,-0.12,-0.99,19.1,8.67,-1.59,27.56,-19.45,11.45,2
-0.05,0.03,-1.01,4.64,-2.87,1.16,21.58,-22.2,10.8,2
-0.02,0.38,-0.93,2.93,-2.44,1.1,21.28,-29.42,5.41,2
0.28,-0.03,0.96,4.88,-13.61,2.5,28.71,3.83,-37.5,1
-0.04,0.17,0.98,40.59,18.25,3.66,21.8,-2.34,-42.29,1
0.98,0.03,0.09,11.17,-4.39,2.38,43.19,-7.03,-27.61,5
-0.11,0.09,-1.01,-39.98,10.8,3.91,20.04,-23.1,9.31,2
0.39,-0.01,0.91,2.69,-3.54,1.46,31.76,3.25,-37.15,1
-0.01,-0.01,1,4.21,-3.05,1.28,20.45,3.56,-39.18,1
-0.97,-0.04,0,-34,7.69,15.44,-10.22,-15.98,-11.06,4
-0.02,0.33,-0.99,5.13,31.62,9.77,22.81,-30.22,5.48,2
0,0.85,-0.52,14.16,0.85,4.76,22.61,-36.34,-12.46,3
-0.04,0.02,-1.02,1.46,-2.5,1.34,22.28,-21.34,11.76,2
-0.11,0.02,0.99,3.36,-2.26,1.28,19.21,1.55,-40.01,1
0.71,-0.07,-0.65,2.99,-0.55,2.14,30.97,-11.78,12.15,5
0.09,-0.13,-1,-7.39,-5.74,2.14,24.74,-18.79,12.7,2
-0.07,0.12,0.98,0.73,-7.87,3.3,20.48,0.32,-40.54,1
-1,-0.02,-0.04,-15.81,0.18,9.83,-8.26,5.43,-13.67,4
0.15,0.51,-0.84,16.54,4.27,9.4,24.98,-34.63,0.62,2
-0.17,0.96,-0.03,4.58,-13.98,-16.6,21.15,-34.59,-25.85,3
-0.06,0.97,-0.26,-26.61,-7.93,2.87,20.53,-34.97,-20.69,3
-1,0.05,-0.07,10.62,14.04,-20.32,-9.68,2.33,-18.47,4
-0.01,-0.97,-0.39,22.09,-5.86,0,22.3,9.9,6.85,3
-0.22,0.92,-0.03,4.09,-15.87,-1.89,19.53,-34.66,-27,3
0.05,0.05,0.98,11.6,-2.62,0.37,22.78,1.2,-40.06,1
0.05,-0.98,0.26,-25.76,-1.16,4.46,23,18.87,-9.25,3
-0.02,0.08,-1.01,4.46,-2.69,1.4,23.77,-24.57,10.16,2
0.03,0.03,-1.01,3.72,-6.35,1.59,23.85,-23.25,11.84,2
0.1,0.08,-0.97,54.02,-5.43,8.36,25.35,-23.74,9.67,2
0.44,-0.37,0.81,17.46,0.85,-63.9,32.01,11.36,-28.85,5
-0.96,-0.03,-0.1,-1.59,2.87,-5.13,-9.34,-9.77,-24.33,4
-0.18,-0.97,0.27,14.04,-5.13,-12.76,16.11,19.13,-9.64,3
-0.03,0.15,0.95,33.2,-21.18,0.49,22.73,-2.42,-42.02,1
-0.05,0.03,-1.01,4.09,-2.87,1.34,21.69,-22.24,11.06,2
0.98,-0.02,0.03,5.49,-6.71,1.16,44.35,-2.04,-23.91,5
0.13,0.08,0.98,27.34,-6.16,-0.98,24.76,1.23,-38.88,1
-0.14,-0.38,-0.91,-12.08,-37.6,22.58,21.2,-11.56,13.89,2
0.09,0.98,-0.17,8.85,11.66,0.43,26.46,-35.16,-23.72,3
-0.02,0.11,-1.01,-2.01,-6.53,0.06,21.53,-24.22,10.51,2
0.06,0.01,0.99,2.69,-2.75,1.53,22.78,2.8,-39.79,1
0,0.04,-1,4.33,-2.69,0.06,23.28,-23.36,10.77,2
0.21,0,-0.98,-2.56,-8.36,3.42,27.75,-22.13,10.21,2
-0.36,0.12,-0.94,-11.72,1.89,1.1,13.32,-22.73,10.33,2
0.02,-0.19,0.97,0.31,-3.85,0.92,22.06,7.76,-36.79,1
0.02,0.12,1,3.6,-2.99,0.85,22.84,-0.6,-40.76,1
-0.02,0.47,0.86,1.22,-2.75,1.77,23.8,-11.94,-41.52,1
0.1,-0.31,-1.02,56.15,25.02,-20.75,23.45,-14.48,14.22,2
0.17,-0.28,-0.97,78.98,-22.28,9.83,27.91,-15.01,13.73,2
-0.16,0,-0.98,2.62,-1.83,2.01,18.59,-22.35,11.06,2
-0.02,0.39,-0.93,1.77,-2.44,1.71,21.62,-29.68,4.83,2
-0.87,0,0.49,4.09,8.54,-3.05,-3.98,5.14,-30.91,4
-0.01,0.05,-1.01,6.65,-2.75,-1.28,24.11,-24.3,11.55,2
-0.21,0.97,-0.02,2.81,-12.76,0.37,19.52,-34.2,-26.73,3
-1.01,-0.05,0.06,55.11,8.06,-9.22,-12.33,-1.82,-3.06,4
-0.13,0.98,-0.09,8.79,0.61,24.41,19.17,-34.95,-24.87,3
-0.99,-0.08,-0.17,5.49,-3.3,2.32,-7.24,7.52,-9.83,4
-0.99,-0.13,-0.09,1.22,0.37,50.05,-6.98,6.2,-18.77,4
1.01,-0.28,-0.07,17.76,1.71,58.84,43.32,-6.92,1.44,5
0.03,-0.05,-1.01,3.05,-3.42,1.53,23.91,-20.36,12.17,2
-0.99,-0.04,0.02,2.75,-1.53,2.56,-7.41,-20.8,-13.94,4
-0.92,-0.03,-0.36,13,16.97,-5.37,-9.06,3.54,-10.71,4
-1.02,0.09,0.06,11.96,6.65,10.68,-8.8,3.05,-19.29,4
-0.36,-0.18,-0.95,-29.17,-4.03,-3.85,16.6,-18.09,12.78,2
-0.97,0.06,-0.31,10.99,36.13,18.19,-10.24,0.81,-14.14,4
-0.21,0.95,-0.08,0.12,-2.32,-0.24,17.9,-35.02,-24.69,3
-0.05,0.03,-1.01,4.76,-2.81,1.34,21.64,-21.7,11.56,2
-1,0.09,0.05,12.63,14.04,-4.82,-9.03,0.24,-9.25,4
-1,-0.04,-0.1,3.48,-2.08,0.18,-9.07,-9.86,-24.8,4
-0.01,-0.01,-1.02,3.97,-2.08,1.34,22.99,-21.57,11.02,2
0.24,0.27,-0.93,4.21,-0.18,2.93,29.31,-29.65,6.79,2
-0.02,0.48,0.86,3.78,-3.17,0.79,23.68,-12.62,-42.33,1
0.09,0.01,0.99,6.16,-13.67,-1.65,23.19,3.31,-39.1,1
0.24,-0.13,-0.97,6.84,-3.66,1.22,28.7,-18.16,10.16,2
0.06,-0.02,0.99,11.05,-16.3,2.81,24.69,2.56,-40.04,1
-1.01,-0.02,0,-20.14,7.51,-13.55,-8.04,6.92,-18.36,4
-0.05,0.03,-1.01,4.15,-2.81,1.46,21.8,-21.95,12.01,2
0.95,-0.05,0.15,-1.59,-23.74,-2.5,46.18,-11.61,-6.21,5
-0.09,0.04,0.99,-5.98,5,1.65,19.84,1.66,-40.38,1
0.98,0.06,0.07,5.86,-3.3,2.44,45.68,-2.27,-6.95,5
-0.2,-1.01,0.05,0.43,17.4,-0.55,17.03,18.58,-4.35,3
0.01,-0.03,-1,55.91,0.73,-0.85,22.05,-20.87,11.9,2
0.13,-0.11,-1.02,-3.17,-19.84,1.4,27.01,-19.71,12.16,2
-0.01,0.1,1,3.05,5.25,0.73,21.03,0.77,-40.88,1
-0.02,0.38,-0.93,4.7,-2.62,0.79,21.29,-29.03,4.72,2
-0.35,-0.06,-0.95,5.37,-2.32,0.92,15.36,-21.75,11.34,2
-0.99,0.02,0.1,3.23,-1.89,2.5,-7.68,-5.77,-5.21,4
0.99,0,0.09,0.92,-13.85,-2.44,45.45,-13.35,-4,5
-0.97,-0.1,0.04,10.74,-6.53,2.75,-10.33,-16.26,-10.6,4
-1,-0.08,0.1,9.34,7.32,-9.77,-7.39,7.12,-19.81,4
0.01,-0.05,-1.01,7.02,-2.69,1.46,23.38,-19.8,12.01,2
-0.36,0.19,-0.94,6.65,-5.55,7.02,14.17,-28.21,7.76,2
-0.03,-0.8,-0.63,3.66,-2.44,0.61,20.07,5.2,10.77,3
0.98,-0.07,0.02,5.37,-2.93,0.24,43.29,4.37,-11.35,5
0.97,-0.18,-0.05,2.08,-2.81,1.04,45.12,-9.67,-2.16,5
-0.23,0.11,0.96,2.81,-1.95,0.73,17.53,-1.1,-42.07,1
-0.07,0.04,0.98,2.38,8,-0.98,21.13,1.43,-40.48,1
-0.01,0.47,0.86,3.66,-3.91,0.92,23.85,-11.56,-41.67,1
0.99,-0.03,0.03,3.48,-3.85,1.28,45.43,-12.44,-2.28,5
-1,0.01,0.1,2.38,-1.46,1.34,-8.08,-5.91,-5,4
0.02,0.13,0.99,4.58,-2.81,1.22,22.84,-0.55,-41.35,1
0.9,0.12,-0.39,-28.5,17.7,-34.3,36.51,-1.99,3.96,5
0.96,0.25,0,49.8,-60.97,18.43,44.71,-12.07,-3.42,5
0.84,0.53,0.01,11.96,0.18,-13.06,40.69,-20.23,-0.74,5
-0.02,-0.01,1,3.91,-3.05,4.94,24.39,-0.52,-40.48,1
-0.86,0.34,-0.4,30.46,17.88,-27.65,-10.63,-6.02,-9.31,4
-0.1,-0.08,0.98,-20.94,-18.98,2.81,20.58,3.33,-37.78,1
0.07,0.97,-0.03,5,-1.28,-10.99,23.68,-34.52,-26.06,3
0.97,-0.25,-0.03,7.87,-3.72,-2.38,44.76,-7.15,-2.12,5
-0.09,0.06,-1,31.92,-3.78,1.34,21.22,-23.55,11.38,2
0.02,0.25,-0.96,30.15,-5.68,1.65,23.19,-27.44,7.73,2
0.09,-0.13,-0.98,13.31,-15.93,5.55,25.21,-19.35,12.9,2
0.65,-0.53,0.59,21.73,7.45,-12.08,43.23,3.34,-19.31,5
-0.89,-0.34,0.18,6.53,-1.46,10.62,-1.9,11.91,-24.11,4
0.03,-0.02,0.98,-3.48,-2.32,5.13,20.91,3.45,-38.75,1
-0.08,0.1,0.99,-41.81,-15.69,6.9,20.52,0.09,-39.75,1
-0.1,0.99,0.04,-0.67,-4.82,18.86,22.51,-33.75,-26.34,3
-0.89,-0.04,-0.45,13.49,12.76,-14.89,-8.57,4.33,-8.94,4
0,0.93,0.29,15.26,-5.25,11.9,22.99,-28.67,-33.06,3
-0.9,0.35,0.02,13.79,19.23,-16.72,-11.29,-5.4,-21.13,4
0.06,0.04,1,30.82,-71.11,13.06,23.75,1.73,-39.39,1
-0.87,0.26,-0.42,21,14.22,-26.43,-10.3,-4.06,-8.09,4
-0.02,-0.01,1,4.27,-2.99,2.44,22.67,1.37,-39.47,1
0.82,-0.27,-0.52,-12.82,5.55,32.35,33.54,-1.44,8.37,5
-0.15,-0.24,-0.99,-91.43,-7.63,14.89,19.18,-15.23,14.47,2
0.24,-0.93,0.35,-3.91,-3.6,-0.06,27.69,17.57,-11.88,3
0.02,0.09,0.99,4.82,-2.5,2.01,21.94,1.6,-40.26,1
-0.98,-0.1,-0.02,43.52,-17.52,44.92,-7.3,6.75,-17.85,4
-1,0.06,0.07,-9.83,-29.54,-4.33,-7.58,1.42,-22.61,4
-0.99,-0.03,-0.22,14.16,15.01,4.88,-9.79,3.7,-15.71,4
-0.01,0.9,-0.41,-16.05,5.8,7.02,23.77,-37.35,-14.62,3
-0.07,0.11,0.98,28.08,-20.57,3.6,22.42,-1.29,-41.22,1
-0.96,0,-0.35,17.64,16.48,-5.25,-9.58,3.96,-11.77,4
-0.99,-0.06,-0.13,8.48,-0.06,1.34,-10.36,-10.64,-22.38,4
-0.12,0.04,-1,30.94,-8.97,3.36,20.81,-23.08,9.66,2
-0.04,0.98,-0.15,-9.22,-0.85,-2.87,21.23,-35.21,-22.68,3
0.99,-0.11,0.06,2.32,-1.04,1.34,45.78,-11.1,-4.36,5
-0.04,-0.78,-0.63,12.39,-0.92,0.61,20.86,4.49,11.79,3
-0.93,-0.37,-0.03,-3.97,-20.08,-7.57,-2.62,12.77,-16.43,4
0.85,-0.47,0.22,0.37,-3.91,-0.18,45.86,-2.39,-9.27,5
-0.39,-0.9,0.28,9.95,0.49,-2.01,13.38,19.07,-10.96,3
-0.04,0.05,0.98,5.07,13.37,-1.28,21.79,1.16,-40.17,1
-0.99,-0.07,0.01,6.41,-1.28,1.65,-6.68,-20.34,-12.77,4
-0.99,0,0.1,3.36,3.23,3.36,-7.21,-6.1,-5.29,4
-0.99,0.24,-0.07,6.65,-3.78,-0.98,-10.93,-5.16,-20.65,4
-1.01,-0.06,0.02,3.48,-3.05,4.09,-6.4,-20.46,-12.41,4
-1,-0.06,0.04,8.36,-2.38,-2.69,-10.83,-15.59,-9.7,4
0.86,0.33,0.37,-8.54,26.67,-3.3,45.74,-19.67,-12.12,5
-1.01,-0.03,-0.07,4.7,-3.66,1.65,-9.11,-10.31,-24.98,4
-0.96,-0.31,-0.11,-6.53,-19.29,-14.53,-4.46,11.93,-14.94,4
0.17,0.03,-0.99,-33.39,-6.23,0.18,25.2,-22.68,10.31,2
0.8,-0.24,-0.54,-63.78,90.58,-78.74,45.12,-9.74,-7.9,5
0.26,-0.95,0.22,4.39,-4.58,-3.3,27.99,17.59,-7.48,3
0.05,0,1,2.2,-2.75,1.34,22.6,3.61,-38.61,1
0.86,-0.23,0.45,71.78,66.65,-14.22,46.41,-6.56,-15.27,5
-0.92,-0.14,-0.38,2.87,-4.76,4.88,-6.68,7.07,-10.27,4
0.82,-0.13,-0.54,-6.59,24.72,-7.08,33.03,-9.06,10.44,5
0.95,-0.09,0.35,-46.26,51.88,-47.24,38.16,-5.2,-34.8,5
-1.01,-0.09,0.08,3.54,-3.36,-0.55,-10.49,-15.44,-10.34,4
-0.97,0.26,0.06,-11.11,-23.01,1.59,-8.73,-4,-22.17,4
0.83,-0.53,-0.16,4.03,-3.42,-10.86,40.23,0.9,1.54,5
-0.12,0.03,0.98,5.31,-3.23,1.59,19.27,1.86,-41.19,1
-0.02,-0.88,-0.53,-5.86,-3.3,2.2,21.92,7.62,9.2,3
-1.01,-0.13,0.1,68.66,-4.88,2.14,-9.08,-16,-10.99,4
-0.99,-0.09,-0.16,4.94,-2.56,0.67,-7.39,7.68,-10.44,4
-0.99,-0.09,-0.16,5,-2.32,0.43,-6.98,7.91,-10.42,4
0.98,-0.08,0.2,0.67,-25.7,3.36,45.7,-10.74,-3.12,5
-0.93,-0.28,-0.29,-36.01,-40.41,-13.79,-3.71,10.9,-11.39,4
0.06,0.01,0.99,3.48,-2.81,0.85,22.66,3.11,-39.64,1
0.07,0.98,-0.07,3.11,-3.66,1.16,23.89,-34.89,-25.06,3
-0.18,0.95,0,5.92,-15.44,-1.65,18.71,-34.77,-26.03,3
0.01,-0.04,-1.01,4.21,-3.17,2.08,23.62,-20.52,12.35,2
-0.19,0,0.97,4.09,-4.58,2.38,18.2,2.33,-40.67,1
0.11,0.43,-0.89,5.92,8.91,13.79,26.71,-31.41,3.39,2
0.13,0.44,0.85,-21.73,17.33,-6.29,27.14,-10.34,-41.35,1
0.04,-0.79,0.63,-13.12,-15.69,-7.93,23.43,17.91,-20.42,3
0.99,0,0.05,4.88,0.24,-0.24,45.79,-13.35,-3.36,5
-0.08,0.97,0.1,0.55,-12.08,-6.1,21.44,-32.51,-28.41,3
-0.35,-0.06,-0.95,4.94,-4.7,2.26,15.1,-21.03,10.66,2
-0.02,-0.96,-0.29,-7.2,-2.75,2.62,21.02,13.04,4.82,3
0.79,-0.01,-0.64,9.28,-17.94,-3.23,34.03,-13.83,9.58,5
0.21,0.96,-0.02,5.74,10.01,0.37,28.22,-33.31,-27.61,3
0,0.98,-0.11,3.97,-3.23,1.46,22.94,-35.03,-23.9,3
-0.02,-0.35,0.93,1.71,-2.99,1.22,21.68,10.23,-34.7,1
0.92,-0.32,0.25,6.23,-7.08,-11.47,46.61,-5.33,-8.92,5
-1,-0.06,0.02,4.7,-2.56,3.42,-6.53,-20.42,-13.84,4
-0.01,-0.02,1,4.46,-3.05,2.38,20.5,4.17,-39.89,1
-0.01,0.09,-1.01,2.69,-3.42,2.2,22.86,-24.52,9.61,2
-0.99,-0.12,0.06,138.55,6.35,-10.74,-10.39,-10.68,-6.91,4
0.08,-1,0.19,14.22,-10.01,2.2,24.04,19.03,-7.24,3
0.2,0.08,0.96,4.39,-4.09,1.1,29.77,-1.61,-39.23,1
-0.02,-1.01,-0.05,-0.49,-4.15,2.38,20.2,17.43,-0.81,3
0.04,-0.84,0.57,-13.18,-2.99,3.05,23.4,18.3,-18.04,3
0.99,-0.03,-0.03,1.77,-5.07,-0.31,45.34,-20.7,-10.08,5
0.81,0.03,0.57,5.19,-1.53,1.4,46.36,-13.85,-18.36,5
0.2,0,-0.98,5.68,-10.99,2.99,28.63,-21.85,10.34,2
-0.01,-0.02,1,3.72,-3.23,2.38,23.82,-0.55,-40.27,1
0.02,-0.05,-1.01,2.32,-3.05,0.79,23.97,-20.31,12.02,2
-0.01,-0.01,1,4.21,-3.05,1.46,21.5,3.7,-38.7,1
-1,-0.03,-0.08,6.53,-3.36,1.1,-8.63,-9.8,-25.95,4
-0.03,-0.85,-0.48,40.28,-2.14,-1.53,21.97,6.97,7.52,3
-0.83,-0.46,0.34,13.61,3.3,12.7,2.64,14.03,-25.61,4
-0.02,-0.01,0.99,5.25,-3.54,1.83,22.39,2.08,-39.73,1
-0.88,0.08,-0.5,3.48,-17.4,0.92,-7.95,0.15,-7.98,4
-0.19,-0.18,-0.98,0,-31.01,4.33,17.9,-17.05,13.05,2
0.32,-0.06,-0.95,28.56,-4.21,3.11,32.97,-21.92,9.9,2
0.11,0.97,-0.21,-2.32,-5.55,37.72,26.5,-34.83,-21.13,3
-0.01,0.08,-1,4.09,-2.87,1.4,24.16,-24.66,10.71,2
-0.99,-0.09,-0.16,5.07,-2.08,0.55,-7.04,7.63,-10.56,4
-0.02,-0.01,1,4.09,-2.99,1.34,21.31,3.5,-40.34,1
-0.02,-0.36,0.93,0.79,-3.05,1.34,21.92,10.38,-34.08,1
-0.96,0.03,0.3,7.81,1.34,29.3,-7.28,4.64,-22.88,4
-1.01,0.05,-0.15,-6.65,-3.66,3.66,-9.42,1.81,-21.09,4
-0.07,0,0.99,2.5,-1.04,1.65,20.91,2.75,-39.84,1
-0.02,0.03,0.99,4.39,-2.99,0.79,21.68,2.91,-39.62,1
0.04,0.83,-0.2,-3.66,-0.24,19.23,25.29,-34.67,-22.46,3
0.99,-0.05,0,38.57,-9.22,0.79,47.2,-5.94,-2.84,5
-0.04,-0.03,1,3.91,-8.24,0.49,21.55,1.73,-39.66,1
0.03,-0.05,-1.01,2.26,-3.6,1.34,23.78,-19.64,10.64,2
0.23,-0.12,-0.99,-18.19,-4.09,3.11,29.24,-19.06,11.83,2
-0.02,-0.01,0.99,4.09,-2.99,1.46,21.34,3.22,-38.67,1
-0.35,-0.06,-0.95,3.17,-3.3,2.5,14.9,-20.69,11.19,2
0.12,0.04,1,-3.91,21.42,-1.95,25.79,2.32,-39.51,1
0.79,-0.5,-0.34,2.56,-3.36,-0.06,37.22,-1.01,5.69,5
-0.98,0.22,-0.14,-7.63,0,1.46,-10.41,-1.42,-8.97,4
0.77,0.02,0.62,3.17,-2.08,1.95,46.47,-13.05,-19.38,5
-0.02,0.39,-0.92,7.26,-2.38,0.37,22.23,-30.29,3.94,2
-0.02,0.38,-0.93,3.48,-3.36,1.71,21.98,-29.65,4.32,2
-0.01,-0.01,0.99,4.09,-2.93,1.65,20.3,3.39,-39.5,1
-0.02,0.01,0.99,5.49,-3.36,1.34,17.96,5.16,-40.14,1
-1,-0.11,0.07,18.31,35.16,19.47,-6.29,6.04,-22.14,4
0.11,-0.1,0.99,7.2,-8.67,2.2,24.87,5.11,-37.59,1
0.22,-0.13,-0.98,12.08,0.06,4.09,28.22,-18.46,10.93,2
0,0.03,-1.03,4.15,-12.39,3.97,22.22,-21.59,11.16,2
0.19,0.92,-0.34,21.06,-4.39,-4.09,27.67,-34.02,-17.83,3
-0.03,-0.8,-0.62,2.87,-4.7,1.22,20.01,4.71,11.21,3
1,0.04,0.15,13.49,-7.81,3.36,42.88,-3.93,-28.27,5
-0.19,-0.09,-0.99,3.3,2.08,0,18.04,-18.35,12.89,2
0.06,-0.93,0.42,43.88,0.49,-0.92,23.03,18.79,-14.2,3
-0.9,-0.45,-0.12,11.47,-2.01,17.03,-1.07,14.5,-16.37,4
-0.08,-0.14,0.98,3.48,-16.78,-0.18,19.96,6.03,-38.21,1
-0.34,-0.92,0.26,4.33,-3.23,1.28,12.19,17.76,-9.11,3
-1.04,0.1,0.15,10.5,-16.11,15.69,-8.95,1.89,-20.7,4
-0.95,0.09,-0.31,-2.69,-29.85,1.22,-10.05,0.1,-13.64,4
-1,0.02,0.03,18.68,-5.98,0.61,-6.77,-7.09,-3.96,4
0.12,0.98,-0.12,6.35,-3.05,-1.22,26.42,-34.52,-24.67,3
-0.05,-0.01,1,1.53,-12.88,0.92,20.61,2.62,-39.36,1
0.21,0.48,0.84,9.77,1.28,3.42,29.83,-11.85,-40.39,1
-0.34,-0.06,-0.96,3.42,-3.17,2.01,15.61,-21.35,12.06,2
-0.01,0.96,0.18,-11.9,-0.85,1.4,23,-31.05,-31.47,3
0.98,-0.09,0.02,-0.67,-2.38,3.42,42.92,4.66,-11.39,5
-0.05,-0.05,1,-1.04,-9.34,4.7,21.4,2.39,-39.97,1
0.03,0.03,-1.01,4.46,-4.7,2.2,23.79,-23.35,11.49,2
-0.36,-0.06,-0.94,2.62,-1.04,1.59,15.26,-21.84,11.4,2
0.11,0.76,-0.62,-26.61,3.36,6.29,22.63,-37.4,-9.53,3
0.98,-0.02,-0.21,-23.74,48.52,-6.29,41.8,-12.04,3.17,5
-0.9,-0.1,-0.45,-10.68,-31.37,-36.99,-6.51,6.12,-7.75,4
-0.03,0.09,0.99,3.78,-2.75,1.71,21.02,0.62,-41.49,1
