ax,ay,az,gx,gy,gz,mx,my,mz,label
-0.99,-0.08,-0.16,5.25,-2.44,0.98,-7.53,7.93,-9.78,4
-0.99,-0.09,-0.17,5.68,-1.95,1.65,-7.09,7.46,-10.11,4
-0.99,-0.08,-0.17,5.00,-1.53,0.31,-7.43,7.17,-10.96,4
-0.98,-0.08,-0.16,3.91,-1.59,2.01,-7.68,7.20,-10.53,4
-0.99,-0.08,-0.16,3.72,-3.36,2.75,-7.32,7.62,-10.31,4
-0.99,-0.08,-0.17,5.13,-3.66,3.97,-7.04,7.57,-10.85,4
-0.99,-0.09,-0.16,6.35,-2.20,3.85,-7.51,7.56,-9.62,4
-0.99,-0.09,-0.16,5.07,-1.59,1.28,-7.60,7.85,-10.02,4
-0.99,-0.08,-0.16,4.82,-2.08,1.34,-8.08,7.52,-10.03,4
-0.99,-0.08,-0.16,3.30,-2.38,2.08,-7.57,7.60,-9.41,4
-0.99,-0.09,-0.16,4.58,-3.17,3.11,-7.23,7.60,-9.17,4
-0.99,-0.09,-0.17,3.85,-3.05,1.95,-7.59,7.54,-10.83,4
-0.99,-0.09,-0.17,4.76,-2.50,0.06,-7.86,7.57,-9.55,4
-0.99,-0.08,-0.16,4.58,-2.50,0.12,-7.62,7.12,-10.86,4
-0.99,-0.08,-0.16,4.52,-2.87,0.98,-7.57,7.40,-10.80,4
-0.99,-0.08,-0.16,4.27,-2.75,1.46,-7.65,7.14,-9.40,4
-0.99,-0.08,-0.17,6.41,-2.56,2.56,-7.75,7.63,-10.05,4
-0.99,-0.09,-0.16,3.30,-3.30,3.36,-7.46,7.93,-9.55,4
-0.99,-0.08,-0.16,4.58,-2.69,1.65,-7.41,7.14,-10.51,4
-0.99,-0.08,-0.16,4.46,-2.44,3.17,-7.93,8.00,-9.72,4
-0.99,-0.09,-0.16,4.09,-3.85,4.70,-7.58,7.75,-10.16,4
-0.98,-0.09,-0.17,5.74,-2.44,2.26,-7.45,8.24,-9.91,4
-0.98,-0.09,-0.16,3.91,-1.34,0.49,-7.67,7.93,-9.94,4
-0.99,-0.09,-0.16,5.13,-2.32,1.16,-7.65,7.57,-9.99,4
-0.99,-0.09,-0.16,3.78,-3.05,0.98,-6.90,7.85,-9.97,4
-0.99,-0.08,-0.16,5.92,-1.46,0.85,-7.40,8.26,-10.35,4
-0.99,-0.08,-0.16,4.09,-1.77,1.28,-7.47,7.84,-9.30,4
-0.99,-0.09,-0.16,5.25,-2.87,3.54,-7.80,7.81,-9.55,4
-0.99,-0.09,-0.16,3.91,-2.56,1.83,-7.82,7.63,-10.03,4
-0.99,-0.08,-0.16,5.86,-2.01,1.71,-7.12,7.13,-10.36,4
-0.99,-0.09,-0.16,3.05,-2.69,2.38,-7.40,7.34,-10.29,4
-0.99,-0.09,-0.16,4.94,-2.56,0.67,-7.39,7.68,-10.44,4
-0.99,-0.08,-0.16,3.05,-2.75,0.61,-6.99,8.47,-9.90,4
-0.99,-0.09,-0.16,4.94,-3.05,3.30,-7.69,7.31,-10.90,4
-0.99,-0.09,-0.16,5.07,-2.38,1.10,-7.48,8.01,-9.85,4
-0.99,-0.09,-0.16,4.94,-2.32,0.92,-7.60,8.17,-9.89,4
-0.99,-0.09,-0.16,4.27,-2.50,1.34,-7.65,8.42,-9.56,4
-0.99,-0.09,-0.16,4.39,-2.93,2.01,-7.34,8.35,-9.94,4
-0.99,-0.09,-0.16,5.43,-2.20,2.14,-7.12,7.96,-10.24,4
-0.99,-0.09,-0.16,5.00,-2.32,0.43,-6.98,7.91,-10.42,4
-0.99,-0.09,-0.16,3.48,-3.17,2.26,-6.95,7.68,-8.91,4
-0.99,-0.09,-0.16,5.43,-2.69,2.38,-7.04,7.80,-11.02,4
-0.99,-0.09,-0.15,5.98,-2.62,2.38,-7.74,7.82,-9.68,4
-0.98,-0.09,-0.16,4.21,-2.62,2.01,-7.40,7.86,-10.55,4
-0.99,-0.08,-0.16,2.99,-2.32,-0.73,-7.57,8.06,-10.67,4
-0.98,-0.09,-0.15,6.23,-2.99,2.75,-7.50,7.96,-10.86,4
-0.99,-0.09,-0.16,3.36,-3.91,3.11,-7.23,8.15,-9.23,4
-0.99,-0.09,-0.16,5.07,-2.08,0.55,-7.04,7.63,-10.56,4
-0.99,-0.09,-0.16,4.58,-2.81,1.10,-7.74,7.76,-9.97,4
-0.99,-0.08,-0.16,5.92,-2.56,2.26,-7.13,7.89,-9.99,4
-0.99,-0.09,-0.16,4.70,-3.05,2.93,-7.39,7.86,-9.84,4
-0.99,-0.09,-0.16,4.76,-2.99,2.38,-7.18,7.81,-9.70,4
-0.99,-0.09,-0.16,4.76,-2.38,0.61,-7.35,8.03,-9.67,4
-0.99,-0.08,-0.16,5.37,-2.32,2.50,-7.78,8.00,-10.80,4
-0.99,-0.09,-0.16,5.07,-3.11,2.87,-7.30,7.82,-9.51,4
-0.99,-0.08,-0.16,3.42,-2.50,-0.18,-7.03,8.23,-9.92,4
-0.99,-0.09,-0.15,5.43,-2.38,2.69,-7.80,7.96,-9.19,4
-0.99,-0.09,-0.17,3.78,-3.60,1.04,-7.09,7.92,-10.01,4
-0.99,-0.09,-0.15,4.58,-2.81,2.01,-7.10,7.91,-10.31,4
-0.99,-0.09,-0.16,3.91,-3.91,3.85,-7.06,7.74,-10.21,4
-0.99,-0.09,-0.16,3.48,-3.42,2.81,-7.78,7.57,-9.95,4
-0.99,-0.09,-0.15,5.49,-2.26,0.55,-7.37,7.71,-9.85,4
-0.99,-0.09,-0.16,4.76,-2.62,0.85,-7.18,8.40,-9.89,4
-0.99,-0.09,-0.16,4.21,-2.32,1.59,-7.13,7.46,-9.01,4
-0.99,-0.09,-0.16,4.39,-2.93,2.50,-7.48,7.98,-9.56,4
-0.99,-0.09,-0.16,5.49,-2.08,1.59,-6.69,7.89,-9.75,4
-0.99,-0.09,-0.16,5.13,-2.56,1.95,-7.57,7.84,-9.02,4
-0.99,-0.09,-0.16,3.78,-3.05,2.56,-7.13,7.96,-8.90,4
-0.99,-0.10,-0.16,4.39,-2.32,1.10,-7.13,8.04,-10.02,4
-0.99,-0.09,-0.16,4.76,-2.75,0.43,-7.07,7.90,-10.00,4
-0.99,-0.09,-0.16,3.54,-3.48,1.40,-7.03,7.67,-9.59,4
-0.99,-0.08,-0.16,4.21,-1.71,0.24,-7.09,7.79,-10.28,4
-0.99,-0.09,-0.15,6.16,-3.23,3.17,-7.35,7.96,-8.83,4
-0.99,-0.09,-0.16,3.42,-2.99,0.24,-6.59,7.26,-9.24,4
-0.99,-0.09,-0.16,5.86,-1.22,-0.61,-6.79,7.14,-8.64,4
-0.99,-0.08,-0.15,5.25,-3.48,2.08,-7.19,8.24,-9.73,4
-0.99,-0.09,-0.16,3.60,-2.38,2.44,-7.54,7.68,-9.89,4
-0.99,-0.09,-0.15,5.92,-2.69,2.38,-7.31,7.65,-9.23,4
-0.99,-0.09,-0.16,4.33,-3.05,2.69,-7.32,7.48,-8.83,4
-0.99,-0.09,-0.15,4.09,-2.69,0.92,-7.82,7.56,-9.58,4
-0.99,-0.09,-0.16,5.86,-2.87,2.08,-7.54,7.41,-10.63,4
-0.99,-0.09,-0.16,4.94,-2.69,1.28,-7.70,7.81,-10.19,4
-0.99,-0.08,-0.16,5.43,-2.32,0.00,-7.76,8.45,-10.35,4
-0.99,-0.09,-0.16,3.48,-2.44,1.59,-8.01,8.12,-10.22,4
-0.99,-0.09,-0.16,3.48,-1.89,-0.98,-7.36,8.01,-10.77,4
-0.99,-0.08,-0.15,6.04,-2.44,0.79,-7.06,7.69,-9.92,4
-0.99,-0.09,-0.16,6.04,-2.20,1.22,-6.92,7.42,-9.58,4
-0.99,-0.08,-0.15,4.21,0.24,-2.75,-7.86,7.40,-10.40,4
-0.99,-0.08,-0.14,8.42,4.46,-2.08,-7.50,7.24,-10.11,4
-0.99,-0.06,-0.14,3.78,1.22,0.00,-7.56,8.28,-10.63,4
-0.99,-0.05,-0.14,5.13,-1.77,4.52,-7.62,7.35,-10.61,4
-0.99,-0.09,-0.14,7.02,0.49,5.25,-7.93,8.29,-9.38,4
-1.00,-0.05,-0.12,5.80,-0.55,1.71,-7.74,7.70,-10.11,4
-0.99,-0.07,-0.14,6.29,-4.33,7.51,-7.82,7.65,-10.41,4
-1.00,-0.09,-0.14,5.43,-4.33,6.90,-7.74,7.67,-10.42,4
-0.98,-0.10,-0.15,6.90,-0.85,-1.10,-7.32,7.62,-9.53,4
-0.99,-0.09,-0.13,7.81,2.99,-1.71,-7.42,7.70,-10.28,4
-1.00,-0.07,-0.12,3.30,7.32,-6.53,-7.31,7.34,-10.29,4
-1.00,-0.06,-0.12,8.30,10.01,-8.30,-7.71,6.99,-10.89,4
-0.99,-0.04,-0.10,-1.34,15.14,-12.94,-7.86,6.58,-11.35,4
-0.97,-0.04,-0.08,-1.22,10.99,-9.83,-7.73,5.92,-11.50,4
-1.01,-0.04,-0.08,-2.20,2.26,-5.55,-7.85,5.69,-12.40,4
-1.00,-0.03,-0.07,-8.00,4.09,-7.57,-8.14,5.62,-12.50,4
-1.00,-0.01,-0.05,-5.92,-0.18,-2.32,-7.85,5.65,-12.24,4
-1.00,-0.02,-0.06,-12.39,-2.08,-3.42,-8.11,5.08,-13.18,4
-0.99,0.00,-0.06,-15.08,0.06,-2.38,-8.41,5.37,-13.33,4
-1.00,-0.02,-0.04,-15.81,0.18,9.83,-8.26,5.43,-13.67,4
-1.01,-0.01,-0.03,-21.85,-3.54,-18.01,-7.81,5.94,-13.94,4
-1.00,0.01,-0.09,1.59,-1.40,-10.44,-8.70,4.49,-14.22,4
-0.99,0.05,-0.06,3.97,-0.55,-5.31,-8.65,4.27,-14.62,4
-1.00,0.03,-0.06,5.98,-1.65,4.88,-8.73,4.32,-13.92,4
-1.00,0.03,-0.05,8.36,-2.69,12.57,-8.86,4.41,-14.86,4
-1.00,0.01,-0.05,16.42,-0.24,11.41,-8.48,4.19,-14.53,4
-0.99,-0.00,-0.06,14.83,-0.92,8.73,-8.59,4.81,-14.28,4
-1.00,-0.01,-0.05,11.05,0.18,10.25,-8.30,5.05,-13.04,4
-1.01,-0.03,-0.04,5.07,-0.61,8.91,-8.45,4.93,-14.44,4
-1.00,-0.02,-0.05,7.51,-2.20,8.18,-8.47,5.66,-13.84,4
-1.00,-0.03,-0.04,0.00,1.16,8.79,-8.67,5.76,-13.73,4
-1.00,-0.03,-0.04,3.05,-6.29,1.46,-7.87,6.01,-13.51,4
-1.02,-0.04,-0.05,4.58,-3.30,-8.00,-8.51,6.15,-13.71,4
-1.00,-0.01,-0.03,8.97,-2.20,-5.74,-8.14,5.83,-14.59,4
-1.00,-0.01,-0.05,-6.90,-2.69,-4.88,-8.39,5.88,-13.93,4
-0.99,-0.00,-0.04,-1.16,-2.14,4.21,-8.87,5.76,-12.93,4
-1.00,-0.02,-0.04,-0.43,-3.60,0.61,-8.29,5.35,-15.16,4
-1.01,0.00,-0.04,-9.40,-3.48,-8.91,-8.28,5.07,-13.83,4
-0.98,0.00,-0.04,-18.43,-1.71,-2.56,-9.07,5.18,-14.77,4
-1.00,0.01,-0.03,-33.02,-1.04,-1.04,-8.79,4.87,-15.49,4
-1.00,0.02,-0.05,-20.87,-0.85,0.24,-8.61,5.36,-15.49,4
-1.00,0.02,-0.04,-17.33,1.10,0.43,-8.92,4.97,-15.75,4
-0.97,0.02,-0.03,-23.01,5.55,4.82,-9.11,4.94,-15.91,4
-0.98,0.01,-0.03,-25.45,-1.22,-4.82,-9.39,5.31,-16.96,4
-1.01,0.01,-0.03,-40.59,-2.01,-4.15,-9.57,4.86,-17.24,4
-1.00,0.02,-0.03,-59.14,-3.85,-7.81,-9.38,4.02,-17.66,4
-1.01,0.04,-0.04,-54.63,-6.47,-5.68,-9.48,3.71,-17.63,4
-0.99,0.05,-0.05,-47.24,-8.85,-5.43,-9.88,3.78,-18.35,4
-1.00,0.04,-0.05,-44.31,-8.06,4.03,-9.84,3.25,-19.27,4
-1.00,0.04,-0.08,-58.17,-4.64,-0.18,-10.02,2.86,-20.19,4
-0.99,0.04,-0.06,-58.72,-7.93,-2.20,-9.90,2.01,-21.04,4
-1.00,0.04,-0.10,-99.67,-3.42,-0.73,-10.19,1.40,-20.78,4
-0.98,0.00,-0.08,-97.53,-15.56,7.08,-10.44,1.04,-21.11,4
-1.01,0.02,-0.11,-36.93,-2.50,4.70,-10.39,-0.50,-22.05,4
-0.99,0.01,-0.09,-33.39,-4.76,3.97,-10.21,0.50,-22.14,4
-1.00,0.01,-0.11,-28.63,-0.18,7.14,-10.13,-0.12,-22.46,4
-1.00,-0.01,-0.10,-30.03,0.00,8.06,-9.88,-0.20,-22.13,4
-1.00,-0.02,-0.09,-29.42,-5.37,9.89,-10.29,-0.28,-23.69,4
-1.00,-0.01,-0.11,-18.25,-2.87,14.77,-10.22,-0.68,-22.45,4
-1.02,-0.02,-0.06,-14.59,-0.37,-3.11,-10.00,-0.60,-23.27,4
-1.02,-0.05,-0.15,16.54,5.13,-6.16,-10.67,-0.15,-22.79,4
-1.00,-0.01,-0.13,12.63,4.52,-2.75,-10.34,-0.96,-23.55,4
-1.00,-0.05,-0.10,9.95,10.99,1.22,-10.36,-0.48,-23.46,4
-0.98,-0.01,-0.07,-1.34,13.12,8.24,-9.64,-0.61,-23.77,4
-1.01,-0.04,-0.02,2.75,12.39,5.19,-9.85,-0.18,-24.58,4
-0.98,-0.00,-0.04,-9.40,3.91,1.89,-9.02,-0.83,-24.87,4
-1.00,-0.03,-0.04,-14.59,-8.61,-1.95,-9.70,-1.23,-25.21,4
-0.97,-0.03,0.00,-30.94,-1.59,5.37,-9.58,-1.16,-25.49,4
-1.01,-0.03,-0.08,-50.60,-7.51,4.70,-9.34,-1.61,-25.48,4
-1.00,-0.04,-0.05,-45.47,-0.92,2.99,-9.57,-2.39,-24.96,4
-1.00,-0.04,-0.07,-30.64,-8.97,2.56,-9.24,-2.71,-25.31,4
-1.01,-0.05,-0.08,-49.56,-4.70,1.10,-9.61,-2.81,-25.01,4
-1.03,-0.03,-0.12,-40.71,-8.67,3.72,-9.73,-3.78,-24.56,4
-0.99,-0.04,-0.07,-48.89,-3.23,1.10,-9.29,-5.03,-24.23,4
-1.00,-0.05,-0.12,-63.78,-11.05,4.33,-9.40,-5.30,-24.02,4
-1.01,-0.07,-0.03,-51.21,-3.42,-1.89,-9.88,-6.81,-25.63,4
-0.99,-0.02,-0.08,-86.24,-13.79,5.43,-10.41,-7.26,-25.52,4
-1.00,-0.07,-0.06,-42.97,0.55,2.20,-9.83,-7.85,-25.28,4
-0.97,-0.04,-0.09,-46.26,-6.53,5.13,-9.45,-8.03,-24.52,4
-1.02,-0.08,-0.12,-26.12,-1.59,2.56,-9.95,-8.61,-25.17,4
-0.98,-0.08,-0.05,-35.71,-3.54,1.89,-9.51,-9.40,-23.91,4
-1.00,-0.07,-0.16,-47.18,-3.48,2.69,-9.62,-9.77,-23.73,4
-1.00,-0.11,-0.03,-45.35,-3.60,-2.32,-9.62,-11.11,-24.27,4
-0.98,-0.06,-0.09,-34.85,0.79,-0.55,-9.92,-11.27,-23.89,4
-1.01,-0.08,-0.03,-41.56,-3.48,-3.97,-9.66,-11.89,-23.84,4
-0.98,-0.05,-0.16,-14.95,0.06,2.99,-9.42,-12.00,-22.47,4
-0.99,-0.07,-0.03,-59.88,-12.21,-3.66,-10.03,-12.28,-23.00,4
-1.00,-0.09,-0.07,-25.63,-3.23,-2.93,-9.70,-13.11,-23.14,4
-1.00,-0.08,-0.12,-24.84,-5.07,-2.01,-9.69,-13.67,-22.45,4
-1.00,-0.03,-0.09,-23.19,-4.33,1.28,-9.57,-13.23,-22.57,4
-1.00,-0.09,-0.05,-59.51,-12.63,-7.26,-10.47,-14.18,-21.86,4
-1.00,-0.04,-0.11,-57.80,-5.31,-0.12,-9.80,-15.14,-20.07,4
-1.04,-0.08,-0.07,-41.87,-6.04,-3.05,-9.35,-15.82,-19.30,4
-1.00,-0.03,-0.10,-47.55,-5.55,-2.50,-9.44,-16.13,-19.38,4
-1.02,-0.08,-0.09,-32.96,-3.36,-0.24,-9.52,-17.00,-19.17,4
-0.98,-0.03,-0.10,-68.05,-10.25,0.06,-10.17,-16.47,-18.44,4
-1.00,-0.07,-0.12,-50.60,3.17,0.37,-10.06,-16.89,-17.60,4
-0.99,-0.04,-0.03,-79.65,-10.31,4.94,-9.33,-17.19,-15.87,4
-1.00,-0.04,-0.14,-87.10,-5.25,2.26,-9.79,-17.53,-16.15,4
-0.96,-0.10,-0.04,-46.26,-1.10,-0.55,-9.53,-17.66,-15.04,4
-1.03,-0.09,-0.08,-65.61,-9.58,0.12,-9.63,-18.09,-14.12,4
-0.98,-0.13,0.01,-41.56,0.55,0.43,-9.69,-17.72,-12.35,4
-1.06,-0.12,-0.04,-25.76,6.16,-2.08,-9.72,-17.91,-12.55,4
-0.97,0.00,-0.17,-61.10,14.77,15.75,-10.02,-17.92,-12.99,4
-0.98,-0.04,0.03,-55.91,5.00,-5.25,-9.41,-17.72,-12.43,4
-0.99,-0.12,-0.05,-31.49,1.22,-10.62,-9.30,-18.55,-12.27,4
-0.99,-0.08,-0.03,-35.28,1.34,5.37,-9.77,-18.03,-12.45,4
-0.99,-0.01,0.00,-55.48,5.92,7.20,-10.16,-17.13,-11.28,4
-1.01,-0.18,0.04,-62.81,6.41,4.88,-9.86,-17.70,-10.80,4
-1.00,-0.09,0.03,-47.36,33.33,34.97,-10.23,-17.14,-11.54,4
-0.97,-0.04,0.00,-34.00,7.69,15.44,-10.22,-15.98,-11.06,4
-1.02,-0.12,0.03,-21.85,-3.85,-0.92,-10.16,-16.04,-11.60,4
-1.00,-0.10,0.05,-3.42,-0.73,6.65,-9.92,-15.63,-10.88,4
-1.00,-0.13,0.06,-23.68,-5.74,-0.49,-9.86,-15.76,-11.05,4
-1.01,-0.09,0.08,3.54,-3.36,-0.55,-10.49,-15.44,-10.34,4
-0.97,-0.10,0.04,10.74,-6.53,2.75,-10.33,-16.26,-10.60,4
-0.99,-0.11,0.03,9.64,-3.17,2.81,-10.49,-16.08,-10.25,4
-0.99,-0.12,0.07,12.82,-6.65,7.57,-10.08,-15.77,-10.64,4
-1.00,-0.13,0.05,9.64,-4.52,5.92,-10.44,-15.52,-10.31,4
-1.01,-0.14,0.06,16.72,-4.21,-4.64,-9.74,-16.08,-10.00,4
-0.97,-0.16,0.04,-1.10,-0.79,-0.73,-10.33,-15.80,-10.94,4
-0.99,-0.10,0.06,-8.79,-3.05,-0.55,-10.74,-14.93,-11.01,4
-0.99,-0.12,0.03,18.19,-11.72,-25.63,-10.64,-15.61,-11.16,4
-1.06,-0.05,0.05,-27.28,3.05,-10.80,-10.66,-16.14,-10.27,4
-0.99,-0.08,0.05,17.21,1.28,-12.45,-11.18,-16.77,-9.61,4
-1.01,-0.03,0.10,19.65,2.69,-8.18,-9.99,-16.83,-10.27,4
-1.00,-0.02,0.04,-6.71,-7.81,49.38,-10.88,-15.71,-9.53,4
-0.98,-0.06,0.01,13.37,-23.80,2.81,-11.11,-15.12,-10.24,4
-0.98,-0.10,0.03,33.33,-6.84,-5.62,-11.16,-16.02,-9.99,4
-1.00,-0.08,0.03,5.13,-5.80,7.02,-10.86,-16.41,-10.40,4
-0.98,-0.08,0.01,0.06,-2.44,7.39,-10.83,-15.42,-9.35,4
-0.99,-0.10,0.01,-0.49,-1.59,0.24,-11.61,-14.94,-9.29,4
-1.01,-0.09,0.02,-8.85,-0.73,-2.08,-11.40,-15.01,-9.55,4
-1.00,-0.10,0.02,3.66,-1.59,0.85,-11.39,-15.19,-9.62,4
-0.99,-0.08,0.03,-10.07,-3.11,2.32,-11.66,-15.41,-8.63,4
-1.01,-0.08,0.03,-1.59,-0.85,-6.41,-11.33,-14.87,-10.31,4
-0.99,-0.07,0.02,-0.55,-2.75,-3.42,-11.22,-15.75,-9.06,4
-0.99,-0.07,0.02,-1.46,-1.59,-1.10,-11.69,-15.25,-9.97,4
-1.00,-0.06,0.03,2.93,-2.50,-1.83,-11.94,-15.69,-10.00,4
-1.00,-0.06,0.03,3.72,-1.46,-1.83,-11.57,-15.77,-9.16,4
-0.99,-0.06,0.03,-4.52,-1.16,4.46,-11.17,-15.10,-9.11,4
-0.99,-0.08,0.03,3.85,-1.59,0.31,-11.78,-14.27,-9.55,4
-1.00,-0.08,0.03,-12.76,-1.89,5.07,-11.52,-14.78,-9.14,4
-1.00,-0.07,0.03,-0.43,-2.26,2.14,-11.51,-15.49,-9.97,4
-1.00,-0.08,0.03,8.12,-2.62,0.49,-11.25,-15.09,-9.80,4
-1.00,-0.08,0.04,6.53,-2.69,0.06,-11.57,-15.65,-10.71,4
-0.99,-0.06,0.02,5.80,-3.11,-0.61,-11.43,-15.37,-9.42,4
-0.99,-0.08,0.04,7.75,-0.24,-4.76,-11.02,-15.26,-9.28,4
-0.99,-0.06,0.03,2.62,-3.23,0.73,-10.85,-15.45,-9.61,4
-1.00,-0.06,0.04,8.36,-2.38,-2.69,-10.83,-15.59,-9.70,4
-1.01,-0.05,0.03,-2.38,-3.85,0.31,-10.56,-15.97,-9.45,4
-1.01,-0.05,0.04,3.72,-2.26,0.73,-10.79,-15.43,-10.02,4
-0.98,-0.07,0.03,2.62,-5.49,0.85,-10.85,-15.65,-9.55,4
-1.00,-0.03,0.03,5.49,-5.86,-9.46,-11.10,-16.03,-8.84,4
-1.00,-0.04,0.02,2.87,-2.87,-1.65,-10.86,-16.36,-9.00,4
-1.01,-0.04,0.04,5.74,-0.55,1.28,-11.28,-16.24,-9.57,4
-0.99,-0.04,0.03,4.64,-2.81,1.83,-11.00,-16.48,-9.61,4
-1.00,-0.04,0.03,3.48,-1.77,6.65,-10.90,-15.60,-9.94,4
-0.99,-0.05,0.03,-4.58,-3.48,7.87,-10.90,-15.95,-11.15,4
-1.01,-0.04,0.03,-7.14,-2.50,4.46,-11.34,-15.12,-9.73,4
-1.01,-0.06,0.03,-21.30,-0.24,10.93,-11.51,-15.12,-9.20,4
-1.01,-0.04,0.05,-28.75,-1.77,9.34,-11.69,-14.29,-9.11,4
-0.97,-0.08,0.03,-20.57,-3.54,6.04,-11.25,-13.20,-9.08,4
-1.01,-0.08,0.04,-11.35,-2.81,-0.98,-11.85,-13.48,-8.36,4
-0.98,-0.05,0.03,-20.20,-3.05,2.50,-11.91,-13.27,-8.54,4
-0.98,-0.12,0.04,-11.72,-0.79,3.72,-11.21,-13.06,-8.22,4
-1.00,-0.03,0.05,-21.85,-5.68,15.56,-12.28,-13.17,-8.20,4
-1.00,-0.11,0.03,-31.62,7.93,21.36,-11.82,-12.92,-7.64,4
-1.00,-0.08,0.05,-35.46,11.96,18.43,-11.46,-11.84,-8.72,4
-1.00,-0.11,0.08,-43.33,27.59,16.66,-11.58,-11.82,-8.54,4
-0.95,-0.13,0.12,-36.25,20.69,4.58,-11.63,-11.56,-8.69,4
-1.00,-0.13,0.14,-31.49,8.67,-2.32,-11.41,-12.18,-9.08,4
-0.96,-0.11,0.15,-34.85,-3.11,6.53,-12.01,-11.54,-8.78,4
-0.98,-0.10,0.15,-34.67,-7.39,6.90,-11.45,-11.62,-8.08,4
-0.96,-0.11,0.11,-15.32,-11.29,2.08,-11.08,-11.62,-8.00,4
-1.00,-0.07,0.12,-4.27,-7.57,4.76,-10.91,-11.76,-6.80,4
-0.95,-0.09,0.10,7.75,-7.93,-3.72,-10.96,-10.89,-6.32,4
-1.04,-0.03,0.15,-8.61,-7.93,12.57,-10.86,-11.21,-6.98,4
-0.92,-0.17,0.18,-66.35,-20.08,7.14,-11.07,-10.74,-5.96,4
-1.07,-0.06,0.13,-46.08,-11.47,6.35,-10.52,-9.90,-6.43,4
-0.96,-0.10,0.08,-52.12,-9.52,-0.92,-10.53,-9.41,-5.36,4
-1.00,-0.04,0.10,-56.46,-16.91,10.68,-10.60,-8.92,-5.07,4
