ax,ay,az,gx,gy,gz,mx,my,mz,label
0.99,0.10,-0.00,4.52,-2.44,1.71,44.73,1.20,-14.53,5
0.99,0.09,0.00,2.56,-2.99,1.34,44.69,0.24,-13.31,5
0.99,0.09,0.01,4.88,-2.56,2.50,44.67,0.71,-13.94,5
0.98,0.10,-0.01,3.17,-2.62,1.04,45.39,-0.11,-13.48,5
0.99,0.09,-0.00,2.32,-1.89,2.20,44.84,0.50,-14.28,5
0.99,0.09,0.01,7.87,-3.42,1.46,44.67,0.78,-13.46,5
0.99,0.10,-0.01,2.87,-1.59,2.62,44.26,1.06,-14.16,5
0.98,0.08,0.00,3.23,-1.77,0.98,44.87,0.61,-13.98,5
0.99,0.09,-0.01,0.73,-0.98,2.87,45.26,-0.17,-14.14,5
0.98,0.08,-0.00,1.65,-0.85,3.72,45.02,0.88,-13.18,5
0.98,0.10,-0.03,-1.34,2.20,5.80,44.79,0.32,-12.72,5
0.99,0.10,-0.00,1.22,0.43,5.19,44.49,0.05,-13.04,5
0.98,0.12,-0.04,1.34,1.77,2.62,44.58,0.60,-13.65,5
0.96,0.14,-0.02,3.78,-1.40,1.53,44.97,0.56,-14.39,5
0.98,0.09,-0.01,1.71,-3.54,-3.05,44.63,0.88,-12.29,5
1.00,0.04,0.00,3.48,-3.23,-2.32,45.19,1.23,-13.11,5
0.98,0.10,-0.06,1.71,-3.11,-1.10,45.34,1.18,-13.64,5
0.98,0.06,-0.01,4.39,-4.82,-0.67,45.00,1.14,-13.28,5
0.99,0.09,-0.03,1.89,-1.53,4.88,44.79,0.68,-14.06,5
0.98,0.12,-0.03,6.10,-4.52,3.72,45.25,0.02,-12.71,5
1.00,0.11,0.03,4.27,-0.85,-1.77,44.79,0.68,-12.40,5
0.97,0.10,-0.04,5.55,0.43,-2.81,44.69,0.38,-12.77,5
0.99,0.09,-0.02,0.73,-2.93,2.44,44.07,0.43,-13.50,5
0.99,0.08,-0.00,6.59,-1.16,-0.18,44.34,-0.04,-13.01,5
0.98,0.08,-0.03,4.58,1.59,2.20,44.93,0.92,-12.38,5
0.97,0.11,-0.06,3.97,-2.75,1.34,45.01,0.67,-12.82,5
0.99,0.08,-0.01,5.86,-4.27,0.98,44.73,0.39,-13.22,5
0.98,0.09,-0.02,3.30,-2.44,1.65,44.81,0.40,-13.09,5
0.98,0.10,-0.03,2.08,-2.56,2.14,44.63,0.55,-13.37,5
0.98,0.08,-0.02,5.55,-2.08,-1.16,45.00,0.51,-13.39,5
0.98,0.11,-0.02,2.50,-4.70,-1.59,44.23,0.39,-13.73,5
0.97,0.07,-0.04,3.54,0.18,1.65,44.07,0.23,-13.51,5
0.98,0.09,-0.05,2.32,-1.53,2.50,44.53,0.96,-14.42,5
0.99,0.10,-0.03,5.37,-3.48,-0.31,44.51,0.38,-12.99,5
0.99,0.06,-0.01,4.27,-3.78,0.98,43.80,-0.05,-13.98,5
0.97,0.08,-0.05,3.91,-2.26,2.14,44.63,0.70,-12.73,5
0.99,0.09,-0.03,4.58,-4.33,0.79,44.65,0.94,-13.37,5
0.98,0.06,-0.01,6.16,-2.81,0.79,44.74,1.01,-13.82,5
0.99,0.10,-0.03,4.58,-2.38,2.99,44.78,0.79,-12.72,5
0.98,0.09,-0.03,3.42,-2.69,1.71,44.52,0.54,-12.85,5
0.99,0.09,-0.02,5.31,-2.69,0.73,44.51,0.74,-12.95,5
0.98,0.09,-0.03,3.48,-1.53,1.04,44.81,0.95,-12.46,5
0.98,0.09,-0.03,5.13,-2.26,1.40,44.47,1.11,-12.88,5
0.99,0.08,-0.05,6.23,-4.33,-3.48,44.91,1.18,-12.95,5
1.00,0.09,-0.02,7.32,-4.15,-2.08,44.69,1.25,-12.77,5
0.98,0.07,-0.02,6.04,-4.09,-1.89,44.95,1.21,-14.18,5
0.99,0.07,-0.02,9.77,-4.33,-2.20,44.19,1.33,-13.31,5
0.99,0.09,-0.02,6.23,-3.54,-1.46,45.00,1.64,-13.98,5
0.98,0.05,-0.02,10.31,-5.25,-1.71,44.60,1.54,-13.48,5
0.99,0.08,-0.01,10.31,-3.60,4.09,44.52,1.11,-12.76,5
0.98,0.08,-0.02,6.96,-2.93,2.75,44.31,1.31,-13.64,5
1.00,0.06,-0.01,14.53,-3.30,1.10,44.56,0.92,-12.74,5
0.99,0.09,-0.01,29.30,-5.92,4.52,44.73,0.37,-13.11,5
0.98,0.07,-0.01,28.50,-5.13,2.14,45.34,0.42,-12.79,5
1.00,0.08,0.00,36.80,-4.94,5.80,45.67,-0.35,-13.57,5
0.98,0.10,0.01,36.62,-3.36,3.78,45.69,-0.06,-12.68,5
0.99,0.08,-0.00,26.43,-5.43,0.49,45.65,0.20,-12.05,5
0.98,0.11,0.02,49.38,-7.69,3.78,45.56,-0.63,-12.81,5
1.00,0.07,0.01,48.34,-6.53,-12.08,45.73,-0.67,-11.08,5
0.98,0.07,0.07,72.57,-9.64,2.62,45.76,0.04,-9.84,5
0.98,0.05,0.02,62.13,-6.53,-11.84,45.62,-0.23,-9.79,5
0.97,0.02,0.03,41.26,-7.69,0.00,45.03,0.39,-10.67,5
1.01,0.09,0.11,88.07,1.28,-0.73,45.74,-0.18,-8.87,5
0.97,0.02,0.04,70.13,-14.34,8.48,45.79,-1.65,-8.76,5
1.00,0.08,0.10,50.96,-4.52,-5.80,45.43,-1.64,-8.98,5
0.96,0.01,0.05,48.03,-9.34,-6.59,45.51,-0.90,-7.60,5
1.01,0.02,0.08,23.68,2.20,-0.79,45.67,-1.07,-7.46,5
0.99,0.02,0.06,32.90,-4.03,-4.64,45.56,-0.90,-7.79,5
0.97,0.00,0.05,17.76,-4.58,-0.31,45.15,-1.73,-8.25,5
0.98,-0.02,0.06,6.90,-4.46,-0.18,45.32,-1.53,-6.41,5
1.00,0.02,0.10,53.65,-8.91,11.41,45.57,-1.88,-8.29,5
0.98,-0.01,0.07,39.06,-4.88,8.85,45.79,-1.93,-7.28,5
0.99,0.03,0.10,-3.54,-0.43,7.02,45.56,-2.59,-7.64,5
0.98,0.00,0.08,13.31,-2.32,1.40,46.20,-2.36,-7.09,5
1.00,0.02,0.09,13.55,-3.42,6.77,45.70,-2.67,-6.71,5
0.99,0.01,0.07,20.57,-2.14,3.42,45.79,-2.66,-5.98,5
0.98,0.05,0.10,-3.36,-3.05,5.80,45.52,-2.09,-6.27,5
1.06,-0.03,0.12,-41.50,2.69,6.96,44.92,-1.66,-6.42,5
0.96,0.08,0.05,-3.91,1.46,15.81,44.87,-2.06,-7.50,5
0.99,0.08,0.05,10.68,-0.67,3.72,45.48,-2.16,-5.87,5
0.97,0.06,0.05,-4.76,-3.11,5.55,44.92,-2.48,-6.54,5
0.99,0.04,0.08,4.15,-3.42,0.92,45.09,-2.37,-7.03,5
0.99,0.04,0.05,8.06,-1.46,1.95,45.41,-2.49,-8.33,5
1.00,0.06,0.07,0.98,-5.25,4.15,45.19,-2.77,-7.14,5
0.98,0.06,0.06,4.33,-4.15,0.55,45.17,-2.37,-7.65,5
0.98,0.02,0.06,6.47,-5.49,0.79,45.20,-2.66,-6.27,5
0.98,0.07,0.10,-3.91,-6.23,3.97,45.30,-2.26,-6.64,5
0.99,0.05,0.08,5.13,-2.01,1.16,45.54,-2.40,-7.04,5
0.98,0.05,0.06,3.11,0.79,3.11,45.03,-2.93,-6.69,5
0.99,0.04,0.06,-9.77,-1.65,5.07,45.78,-2.51,-8.02,5
0.97,0.10,0.03,-0.06,-5.92,4.82,45.56,-1.95,-6.21,5
0.98,0.08,0.11,2.75,-8.36,-1.34,45.43,-2.72,-7.52,5
1.01,-0.02,0.10,16.30,1.89,5.43,45.37,-2.53,-6.96,5
0.95,0.07,-0.02,2.01,-1.34,5.43,45.80,-2.62,-6.87,5
1.00,0.03,0.11,-1.10,-2.38,12.76,45.01,-3.49,-7.54,5
0.95,0.15,0.08,10.25,-0.61,8.97,45.35,-2.91,-7.64,5
0.98,0.11,0.07,11.72,0.24,-10.86,45.17,-3.28,-6.73,5
0.97,0.03,0.04,5.31,1.10,-2.32,44.85,-3.10,-6.58,5
0.97,0.09,0.03,6.53,-3.05,1.77,45.70,-3.08,-7.32,5
0.99,0.07,0.06,3.85,-3.54,-2.56,45.41,-2.83,-8.30,5
1.00,0.04,0.07,6.47,-5.86,-2.20,44.64,-2.97,-6.81,5
0.98,0.05,0.07,2.20,-3.72,2.01,45.72,-2.80,-7.01,5
0.98,0.05,0.06,4.58,-3.30,0.98,45.50,-2.23,-7.25,5
0.98,0.07,0.06,3.17,-4.94,3.23,44.70,-2.36,-7.48,5
1.00,0.08,0.10,6.41,-4.58,1.65,44.92,-2.72,-7.45,5
0.98,0.06,0.08,1.22,-5.07,2.14,44.73,-2.91,-7.10,5
1.00,0.03,0.09,10.19,-1.28,0.37,44.80,-2.78,-6.79,5
0.98,0.08,0.07,2.14,-1.83,5.00,44.98,-2.60,-7.84,5
0.98,0.07,0.07,11.35,-3.11,0.18,44.68,-2.64,-6.96,5
0.98,0.06,0.07,7.75,-0.79,2.01,44.91,-2.97,-7.26,5
0.99,0.06,0.07,7.63,-2.50,1.53,45.39,-2.43,-7.25,5
0.99,0.06,0.07,4.33,-2.75,1.28,45.70,-2.75,-7.25,5
0.98,0.04,0.06,7.63,-3.72,1.16,45.31,-3.31,-7.60,5
0.98,0.08,0.07,1.77,-3.11,1.59,45.35,-2.66,-7.58,5
0.98,0.06,0.07,4.46,-3.17,2.14,44.92,-3.10,-7.47,5
0.97,0.08,0.07,4.70,-3.05,1.46,45.25,-2.33,-6.99,5
1.00,0.05,0.09,1.34,-2.56,1.04,44.81,-2.94,-6.79,5
0.97,0.07,0.05,3.85,-0.73,3.30,44.96,-2.67,-7.20,5
0.97,0.06,0.07,11.23,-2.87,-0.85,45.04,-2.89,-7.34,5
0.97,0.06,0.07,-1.04,-2.50,2.08,44.85,-3.00,-7.59,5
0.99,0.07,0.08,2.69,-3.11,3.42,45.32,-2.71,-7.45,5
0.98,0.07,0.06,9.28,-3.05,-0.43,45.47,-3.27,-7.37,5
1.00,0.07,0.07,-2.08,-5.00,2.99,45.50,-2.97,-7.28,5
0.98,0.06,0.08,10.19,-4.39,-0.49,45.46,-2.49,-6.67,5
1.00,0.05,0.09,7.08,-1.46,0.18,45.51,-2.49,-6.88,5
0.98,0.09,0.08,3.42,-3.42,3.11,45.31,-2.56,-6.91,5
0.98,0.07,0.08,3.54,-2.75,1.83,45.39,-2.16,-5.91,5
0.98,0.06,0.07,5.86,-3.30,2.44,45.68,-2.27,-6.95,5
0.98,0.06,0.10,4.58,-2.87,2.44,45.36,-2.61,-7.48,5
0.98,0.11,0.11,6.59,0.06,4.82,45.09,-2.97,-5.87,5
0.97,0.13,0.07,6.77,-1.65,5.55,45.24,-2.83,-6.57,5
0.98,0.11,0.10,9.58,-3.66,-0.79,44.87,-2.84,-6.77,5
0.98,0.04,0.09,2.81,-2.44,-1.22,45.02,-2.99,-6.68,5
0.99,0.06,0.09,5.62,0.18,-0.49,45.03,-3.32,-6.53,5
0.98,0.09,0.07,3.72,-1.16,-2.38,45.46,-3.02,-7.09,5
0.98,0.03,0.04,7.75,-1.46,-1.77,45.30,-2.45,-6.96,5
0.98,0.06,0.06,3.23,-3.60,2.08,45.95,-2.99,-7.01,5
1.00,0.04,0.10,4.46,-0.92,2.50,45.12,-2.87,-6.45,5
0.98,0.07,0.06,0.55,0.18,6.16,44.86,-2.60,-7.08,5
0.98,0.09,0.06,0.06,-2.75,2.20,45.23,-2.60,-6.54,5
0.97,0.06,0.05,-4.21,0.37,4.39,45.14,-2.67,-6.18,5
0.98,0.10,0.06,7.02,-2.14,3.05,45.08,-2.86,-7.40,5
0.98,0.06,0.05,6.35,-3.23,-0.24,44.81,-2.81,-8.24,5
0.99,0.06,0.09,6.10,-4.03,-0.43,45.40,-2.99,-8.67,5
0.98,0.06,0.05,9.40,-3.11,0.24,45.63,-2.89,-6.91,5
0.99,0.08,0.08,4.27,-3.60,1.28,45.78,-2.50,-8.14,5
0.98,0.06,0.08,2.50,-3.60,1.83,45.76,-2.44,-7.19,5
0.98,0.07,0.07,6.71,-2.32,1.10,45.46,-3.02,-6.51,5
0.99,0.06,0.06,6.65,-2.26,1.59,45.59,-3.42,-6.79,5
0.99,0.08,0.08,6.23,-2.32,0.24,44.89,-2.93,-6.54,5
0.98,0.04,0.06,9.52,-1.83,0.31,45.42,-3.32,-6.95,5
0.99,0.07,0.07,4.09,-2.44,0.55,45.54,-2.61,-6.91,5
0.97,0.06,0.05,5.68,-4.15,2.93,45.80,-3.44,-6.95,5
0.99,0.07,0.06,2.32,-2.32,2.50,45.17,-2.93,-6.82,5
0.98,0.07,0.07,5.19,-3.78,2.14,45.18,-3.27,-6.13,5
0.99,0.07,0.07,5.31,-2.62,1.40,45.20,-3.42,-6.84,5
0.99,0.07,0.07,5.43,-3.42,2.38,45.34,-2.73,-5.97,5
0.98,0.08,0.07,6.84,-3.05,0.73,45.46,-3.34,-7.43,5
0.99,0.08,0.07,4.52,1.89,-1.83,45.54,-3.72,-5.64,5
1.00,0.04,0.08,17.09,-1.77,-1.89,45.18,-3.28,-6.97,5
0.99,0.07,0.06,-6.35,2.69,1.46,45.74,-2.81,-6.98,5
0.99,0.06,0.04,1.04,-1.04,0.24,45.03,-3.08,-6.43,5
0.98,0.05,0.07,15.93,-9.83,2.87,45.04,-3.52,-6.03,5
1.00,0.05,0.08,40.28,-14.65,5.62,45.48,-3.85,-6.65,5
0.97,0.07,0.08,41.69,-11.41,3.42,46.12,-4.37,-7.68,5
0.97,0.06,0.09,43.76,-5.13,0.43,46.63,-5.13,-7.06,5
0.99,0.02,0.06,67.32,-3.91,-0.12,46.41,-5.73,-6.18,5
0.98,0.05,0.11,41.63,-1.22,0.55,46.13,-5.68,-6.38,5
0.99,0.05,0.09,52.00,-3.30,6.23,46.41,-6.10,-5.66,5
0.98,0.05,0.11,64.82,-1.95,10.99,46.63,-7.64,-5.75,5
0.98,0.04,0.14,107.79,-3.42,8.85,46.36,-8.78,-4.47,5
0.97,0.07,0.07,47.42,-4.39,10.25,46.91,-9.20,-6.71,5
0.97,0.08,0.17,98.08,-10.07,5.43,47.52,-10.14,-6.48,5
0.99,0.05,0.10,60.91,1.04,-2.20,47.74,-10.91,-5.22,5
1.05,0.04,0.14,78.43,-1.28,-7.14,47.71,-12.18,-5.51,5
0.99,-0.00,0.15,96.98,3.17,-12.70,48.07,-12.39,-5.18,5
1.00,-0.01,0.14,83.25,4.76,-10.80,47.72,-12.34,-5.36,5
0.95,-0.07,0.10,118.23,31.19,-9.34,47.11,-14.00,-4.36,5
0.97,-0.08,0.00,-9.77,16.54,8.97,46.55,-13.11,-4.57,5
1.00,-0.02,-0.02,42.91,-8.67,1.34,47.05,-13.87,-3.59,5
1.00,-0.04,0.05,26.31,-8.30,12.02,47.39,-14.64,-4.68,5
0.96,-0.01,0.03,-6.47,-6.29,4.94,46.94,-15.00,-5.09,5
1.03,-0.07,0.14,88.32,-4.46,-13.00,47.64,-14.98,-4.87,5
0.96,-0.09,0.03,60.55,9.03,-7.08,47.07,-15.59,-4.98,5
0.96,-0.02,-0.00,-28.20,5.49,5.86,46.62,-14.87,-4.61,5
1.01,-0.08,0.05,7.39,2.62,4.46,46.89,-14.75,-4.44,5
0.98,-0.04,0.02,-24.66,-2.87,-1.65,46.37,-14.05,-3.99,5
0.98,-0.08,0.03,-41.38,1.28,-4.03,45.79,-13.64,-5.15,5
1.02,-0.08,0.08,-33.69,-6.23,-6.29,45.98,-12.89,-3.76,5
0.99,-0.10,0.08,-4.46,-6.65,-3.66,46.19,-12.10,-4.28,5
0.96,-0.10,0.01,-10.25,3.72,-2.44,45.89,-11.62,-4.08,5
0.98,-0.08,0.06,-6.10,-2.20,3.11,45.86,-11.62,-3.44,5
0.99,-0.06,0.07,-2.81,-0.43,0.43,46.09,-11.76,-3.64,5
1.00,-0.09,0.04,8.36,7.08,-4.82,46.09,-11.55,-3.75,5
0.97,-0.07,0.07,-3.36,0.18,-3.23,45.50,-10.97,-2.89,5
0.98,-0.17,-0.10,13.55,7.87,7.75,45.24,-10.82,-3.09,5
0.97,-0.03,0.03,9.34,-2.93,14.77,45.02,-11.54,-2.69,5
0.98,-0.06,0.01,-3.97,-6.71,10.07,45.48,-11.76,-2.55,5
0.98,-0.07,0.01,3.66,-4.39,12.57,45.10,-12.04,-3.44,5
1.00,-0.06,0.04,6.47,-10.68,12.27,45.23,-11.54,-2.95,5
0.98,-0.01,0.06,0.00,-7.39,9.52,44.84,-11.56,-3.67,5
0.99,-0.05,0.01,1.59,-5.25,7.93,45.51,-12.57,-3.14,5
0.99,-0.06,0.11,-0.12,-7.75,4.58,45.53,-12.45,-3.69,5
0.99,-0.02,0.02,4.64,-5.07,1.65,45.28,-12.68,-3.97,5
0.99,-0.01,0.08,-1.28,-8.97,2.26,45.53,-12.22,-3.56,5
0.99,0.00,0.03,3.48,-2.93,0.49,45.06,-12.24,-3.03,5
0.99,-0.07,0.03,5.37,-8.12,3.11,44.84,-12.38,-3.05,5
0.97,0.00,0.09,5.31,-4.03,3.11,45.41,-12.37,-3.12,5
0.98,-0.03,0.02,3.72,-1.53,-0.18,45.54,-12.46,-4.64,5
0.98,-0.02,0.05,2.44,-6.53,0.73,44.96,-12.62,-3.74,5
0.98,-0.01,0.10,8.30,0.79,-2.08,44.74,-11.90,-4.46,5
0.99,-0.07,0.06,5.00,-2.81,-1.77,45.34,-11.88,-3.66,5
1.00,-0.06,0.05,5.92,-0.98,3.91,45.09,-12.44,-3.85,5
0.98,-0.01,0.01,4.27,2.69,2.75,44.73,-12.11,-4.64,5
1.00,-0.06,0.04,4.46,-0.37,1.10,45.56,-12.15,-4.59,5
0.98,-0.03,0.07,1.10,-1.77,2.44,44.63,-12.08,-4.10,5
1.00,-0.06,0.02,-1.16,1.71,1.59,45.19,-12.22,-4.20,5
0.98,-0.03,0.06,7.32,-2.14,1.53,44.92,-12.68,-3.72,5
1.00,-0.04,0.06,5.37,-3.05,0.31,45.17,-11.80,-3.74,5
0.98,-0.03,0.03,7.57,-2.20,1.89,45.10,-12.16,-4.06,5
0.99,-0.04,0.07,2.81,-1.83,0.06,45.17,-12.12,-2.78,5
0.99,-0.04,0.03,2.08,-3.11,1.46,45.53,-11.69,-3.65,5
0.99,-0.03,0.05,4.76,-3.60,1.65,45.14,-11.71,-2.72,5
0.99,-0.03,0.05,3.17,-1.89,2.01,45.02,-12.67,-4.11,5
0.98,-0.03,0.05,2.75,-3.36,0.98,45.41,-12.22,-4.14,5
0.99,-0.04,0.04,4.58,-2.99,1.28,45.15,-11.73,-3.30,5
0.99,-0.05,0.05,5.62,-5.62,2.99,44.67,-11.47,-3.47,5
0.98,-0.03,0.04,6.47,-3.05,4.03,44.97,-12.01,-3.14,5
0.98,-0.02,0.06,6.65,-4.39,1.77,44.98,-12.48,-3.88,5
0.99,-0.04,0.04,4.88,-0.43,1.53,45.35,-12.33,-4.20,5
1.00,-0.04,0.05,5.74,-2.50,0.55,44.89,-11.77,-4.63,5
0.98,-0.01,0.04,3.17,-3.72,2.93,45.45,-12.50,-4.24,5
0.98,-0.02,0.05,6.59,-2.08,1.16,45.17,-12.38,-4.05,5
0.98,-0.04,0.05,4.52,-4.39,1.04,45.20,-12.11,-4.53,5
0.99,-0.03,0.08,5.68,-2.93,0.43,45.17,-12.82,-3.83,5
0.99,-0.04,0.04,4.82,-2.93,0.43,45.50,-11.94,-4.08,5
0.99,-0.03,0.05,5.00,-3.42,1.77,45.25,-11.91,-3.34,5
0.98,-0.03,0.06,3.85,-3.11,0.67,44.93,-11.74,-3.43,5
0.99,-0.05,0.04,4.88,-1.71,2.26,44.95,-12.27,-4.13,5
1.00,-0.03,0.08,2.87,-6.71,2.26,45.40,-12.30,-5.15,5
0.99,-0.03,0.05,4.76,-1.46,1.10,45.07,-12.43,-4.09,5
0.98,-0.02,0.05,6.04,-6.41,2.08,45.37,-12.05,-4.99,5
0.99,-0.04,0.05,3.97,-0.18,1.10,45.62,-12.82,-4.64,5
1.00,-0.04,0.06,4.27,-3.85,0.73,45.26,-11.95,-4.57,5
0.99,-0.04,0.08,3.91,-5.19,1.28,45.59,-12.11,-4.48,5
0.99,-0.03,0.07,3.60,-2.56,1.04,45.07,-12.05,-4.69,5
0.99,-0.04,0.04,3.42,-2.87,1.71,45.52,-12.19,-3.87,5
0.99,-0.04,0.06,2.93,-1.65,2.20,44.95,-12.01,-4.60,5
0.98,-0.04,0.05,4.76,-3.97,1.77,45.10,-12.07,-4.41,5
1.00,-0.04,0.08,2.75,-1.89,1.53,45.26,-11.68,-4.20,5
0.98,-0.04,0.06,3.66,-3.97,1.16,45.64,-12.21,-4.54,5
1.00,-0.05,0.09,3.36,-1.04,1.28,45.53,-11.98,-4.10,5
0.98,-0.03,0.06,2.62,-3.60,1.34,45.56,-11.72,-4.90,5
0.99,-0.03,0.10,4.27,-3.72,1.28,45.14,-12.52,-3.96,5
0.99,-0.04,0.06,5.07,-2.08,0.92,45.69,-11.69,-3.89,5
0.98,-0.04,0.06,6.29,-5.43,2.50,46.02,-12.04,-4.20,5
0.98,-0.03,0.07,2.62,0.37,1.59,45.09,-11.58,-3.11,5
0.99,-0.04,0.04,5.07,-4.64,2.14,45.89,-11.91,-4.48,5
0.99,-0.02,0.08,3.36,-1.53,2.26,45.10,-12.02,-4.93,5
0.99,-0.05,0.06,2.87,-2.08,0.73,44.74,-11.16,-4.14,5
0.99,-0.03,0.07,4.33,-2.75,1.89,45.36,-11.91,-4.43,5
0.98,-0.04,0.06,5.62,-4.15,1.34,44.81,-11.55,-4.30,5
0.99,-0.04,0.06,1.28,0.61,1.10,45.26,-11.95,-4.49,5
0.99,-0.05,0.07,3.60,-4.03,1.34,45.74,-12.11,-4.82,5
0.99,-0.04,0.07,4.09,-1.83,1.34,45.72,-12.48,-4.38,5
0.99,-0.04,0.08,4.58,-3.78,0.98,45.39,-12.04,-4.31,5
0.99,-0.04,0.07,3.23,-1.28,1.16,45.09,-11.54,-4.71,5
0.99,-0.03,0.06,2.20,-4.33,1.77,45.01,-12.22,-5.18,5
0.99,-0.04,0.05,5.07,0.49,1.46,45.43,-11.56,-4.15,5
0.98,-0.04,0.08,4.70,-4.94,2.75,45.48,-11.98,-5.43,5
0.99,-0.04,0.07,3.72,-0.85,2.38,45.35,-11.44,-4.32,5
0.98,-0.01,0.04,2.50,-5.13,3.36,45.52,-12.07,-3.94,5
0.99,-0.04,0.08,3.72,-4.82,1.65,45.26,-11.99,-4.90,5
0.97,-0.02,0.09,4.39,-4.76,3.23,45.06,-11.61,-4.93,5
0.99,-0.03,0.09,3.36,-1.34,-0.43,45.13,-11.99,-4.61,5
0.99,-0.05,0.06,2.87,-3.11,2.01,45.13,-12.50,-4.46,5
0.98,-0.02,0.09,2.87,-2.69,0.49,44.89,-12.00,-4.43,5
0.98,-0.02,0.06,4.76,-0.92,0.73,45.34,-11.68,-5.38,5
0.98,-0.03,0.13,6.84,-1.28,-1.53,45.25,-12.27,-5.08,5
0.99,-0.06,0.05,2.62,-2.44,0.67,44.97,-11.99,-4.99,5
0.98,-0.03,0.11,4.03,-4.70,4.64,45.14,-12.37,-4.99,5
0.99,-0.04,0.09,1.46,0.67,3.23,45.32,-12.26,-4.54,5
0.99,-0.05,0.04,3.66,-2.26,4.27,45.61,-12.13,-4.44,5
0.98,0.00,0.07,5.31,-2.32,3.97,45.41,-12.32,-3.92,5
