ax,ay,az,gx,gy,gz,mx,my,mz,label
-0.06,-0.13,0.99,-2.26,-6.65,2.01,20.57,6.42,-38.45,1
-0.08,-0.14,0.98,3.48,-16.78,-0.18,19.96,6.03,-38.21,1
-0.08,-0.13,0.99,-6.47,-8.61,-0.18,20.24,6.29,-39.67,1
-0.09,-0.12,0.99,-11.84,-10.56,-1.10,20.35,4.97,-37.99,1
-0.10,-0.10,0.99,-8.36,-10.13,1.28,20.31,4.60,-38.81,1
-0.10,-0.08,1.00,-11.84,-9.34,-0.18,21.04,4.32,-39.45,1
-0.11,-0.07,0.98,-8.18,-10.19,0.24,21.02,3.53,-39.50,1
-0.12,-0.06,0.98,-10.31,-6.53,1.34,21.17,2.09,-39.73,1
-0.12,-0.07,0.96,-7.32,-4.27,2.75,21.45,1.56,-38.71,1
-0.12,-0.02,0.98,-10.07,-4.03,1.59,21.59,1.92,-39.88,1
-0.12,-0.02,0.99,-11.84,0.00,1.53,21.52,0.98,-40.23,1
-0.12,-0.00,0.98,-5.43,-2.87,1.10,22.19,0.51,-40.23,1
-0.12,0.01,1.00,-14.71,2.44,-0.24,21.91,-0.70,-40.55,1
-0.11,0.04,0.98,-23.19,0.00,-0.24,21.86,-0.22,-40.75,1
-0.11,0.08,0.99,-29.91,4.27,1.04,22.22,-2.03,-41.47,1
-0.10,0.10,0.98,-23.50,2.56,0.49,22.18,-1.60,-41.44,1
-0.10,0.12,0.99,-20.26,2.75,3.11,22.01,-2.42,-41.71,1
-0.09,0.16,0.98,-20.26,2.62,5.43,22.03,-2.32,-42.04,1
-0.09,0.16,0.98,-4.27,-1.65,0.79,21.91,-3.54,-42.71,1
-0.08,0.17,0.97,-10.50,0.43,2.44,22.16,-3.12,-42.27,1
-0.08,0.19,0.98,-6.35,0.55,1.71,22.08,-3.91,-41.78,1
-0.08,0.19,0.97,1.46,1.22,1.65,22.19,-3.96,-41.44,1
-0.07,0.21,0.98,-4.33,6.53,1.46,22.12,-4.03,-42.13,1
-0.06,0.20,0.96,12.88,9.58,0.18,22.94,-4.00,-42.58,1
-0.05,0.19,0.96,15.32,22.09,1.22,22.80,-3.47,-43.07,1
-0.03,0.18,0.97,13.06,17.33,1.22,23.44,-2.53,-41.11,1
-0.00,0.18,0.99,10.25,12.94,-1.71,24.02,-2.62,-41.76,1
0.02,0.15,0.98,8.42,17.70,-3.17,24.32,-2.72,-41.52,1
0.04,0.15,0.98,7.08,11.96,-1.16,25.48,-2.70,-41.82,1
0.05,0.16,0.98,6.96,6.84,-1.28,25.72,-2.34,-41.36,1
0.06,0.15,0.98,7.75,10.01,-3.72,25.85,-2.16,-41.02,1
0.07,0.15,0.98,14.95,4.03,-2.81,25.78,-2.81,-40.84,1
0.10,0.13,0.96,20.75,20.45,-9.09,26.78,-2.09,-40.59,1
0.11,0.12,0.99,10.19,7.63,-5.43,27.15,-1.38,-40.09,1
0.12,0.09,0.97,17.94,14.28,-2.44,27.19,-1.59,-41.06,1
0.14,0.11,0.98,3.54,3.91,1.77,27.28,-1.66,-40.11,1
0.14,0.10,0.97,7.14,-2.32,0.61,27.69,-1.06,-40.89,1
0.14,0.09,0.99,13.92,-1.28,-1.77,27.83,-1.55,-40.42,1
0.14,0.08,0.97,15.81,-1.10,-0.73,27.65,-0.92,-40.16,1
0.15,0.08,0.98,18.55,-2.14,-3.36,28.00,-1.29,-39.47,1
0.15,0.05,0.99,18.37,-1.59,-3.97,28.02,-0.57,-40.48,1
0.15,0.06,0.99,19.84,-1.83,-5.49,28.27,-0.28,-40.19,1
0.15,0.00,0.97,22.03,-1.16,-6.29,28.54,0.24,-39.66,1
0.15,-0.01,0.98,20.32,-3.66,-2.26,28.26,1.27,-40.15,1
0.15,-0.01,0.99,16.17,-5.43,-0.73,28.10,1.51,-39.72,1
0.15,-0.04,0.97,21.85,-6.23,-1.65,28.30,1.37,-38.59,1
0.15,-0.05,0.98,25.45,-6.41,-2.81,27.91,1.59,-39.04,1
0.14,-0.08,0.99,26.43,-13.12,-2.08,27.98,2.19,-37.84,1
0.13,-0.10,0.98,37.29,-15.14,-4.70,27.27,3.25,-37.87,1
0.12,-0.13,0.99,21.85,-14.71,-0.67,27.51,3.04,-38.15,1
0.10,-0.17,0.98,37.29,-17.58,-3.85,26.82,4.22,-37.77,1
0.08,-0.19,0.97,29.91,-19.23,-1.46,26.44,5.15,-36.06,1
0.07,-0.21,0.98,31.74,-15.81,-3.66,25.93,6.04,-36.19,1
0.05,-0.25,0.96,31.98,-21.12,-8.06,25.40,7.09,-36.47,1
0.03,-0.27,0.98,22.71,-17.64,-4.82,24.19,7.30,-35.99,1
0.02,-0.27,0.95,15.14,-18.07,-2.32,24.71,8.35,-35.16,1
0.00,-0.29,0.98,9.34,-18.31,0.06,23.65,7.63,-35.27,1
0.00,-0.29,0.95,6.10,-6.71,2.50,23.72,8.02,-35.50,1
-0.01,-0.28,0.96,-8.30,-10.44,3.11,23.22,8.22,-35.63,1
-0.01,-0.27,0.96,-4.82,-11.11,3.48,22.61,8.57,-35.17,1
-0.02,-0.25,0.97,-13.43,-12.51,3.97,22.02,8.59,-36.61,1
-0.03,-0.23,0.97,-25.63,-14.59,2.56,21.79,8.18,-36.43,1
-0.04,-0.20,0.99,-22.95,-22.46,2.44,20.81,7.36,-37.12,1
-0.08,-0.16,0.97,-22.16,-26.79,1.65,20.40,6.85,-37.90,1
-0.09,-0.15,0.97,-18.07,-16.60,2.01,19.53,6.71,-37.35,1
-0.10,-0.13,0.98,-17.27,-11.29,1.83,19.65,6.64,-38.70,1
-0.10,-0.11,0.98,-20.32,-9.22,-2.56,19.70,6.24,-38.00,1
-0.11,-0.09,0.98,-11.35,-9.83,0.31,19.86,5.04,-38.27,1
-0.12,-0.07,0.99,-11.35,-5.62,0.79,19.87,4.08,-38.16,1
-0.13,-0.05,0.99,-14.59,-6.53,-0.24,19.56,3.96,-39.05,1
-0.12,-0.04,0.98,-19.17,-6.41,0.12,20.23,2.83,-39.89,1
-0.11,-0.00,0.99,-24.96,-2.69,-2.32,20.21,1.03,-40.47,1
-0.13,0.02,0.99,-22.03,-3.36,-3.17,20.73,0.74,-39.82,1
-0.13,0.07,0.99,-51.03,5.07,-1.10,20.43,0.04,-40.82,1
-0.12,0.12,0.97,-46.45,4.15,0.73,20.20,-1.76,-42.07,1
-0.10,0.16,0.96,-35.52,6.71,0.98,19.96,-2.77,-42.30,1
-0.10,0.19,0.96,-11.78,2.44,1.34,20.59,-2.86,-41.33,1
-0.09,0.21,0.95,-7.75,3.85,0.06,20.39,-3.78,-41.81,1
-0.09,0.21,0.98,-6.23,1.71,2.75,20.65,-3.64,-42.44,1
-0.08,0.24,0.96,-11.41,5.55,3.91,20.79,-3.67,-42.37,1
-0.08,0.23,0.95,-5.62,1.83,2.01,21.41,-4.21,-41.36,1
-0.07,0.24,0.96,13.61,7.26,-4.09,21.17,-4.31,-41.35,1
-0.06,0.22,0.96,31.68,5.68,-2.14,21.72,-3.47,-41.70,1
-0.04,0.17,0.98,40.59,18.25,3.66,21.80,-2.34,-42.29,1
-0.02,0.16,0.99,16.66,18.98,-4.09,21.98,-2.08,-41.69,1
0.01,0.14,0.97,17.70,22.52,-0.67,23.19,-1.73,-42.03,1
0.03,0.12,1.00,24.84,22.03,-2.32,23.83,-0.90,-41.54,1
0.05,0.12,0.99,23.62,23.50,-7.39,24.54,-0.22,-40.32,1
0.07,0.08,1.00,21.97,16.11,-2.14,25.54,-0.10,-40.38,1
0.10,0.05,0.97,26.00,22.64,-4.33,25.38,0.34,-41.37,1
0.12,0.04,0.98,17.82,13.43,-0.85,25.18,2.09,-39.32,1
0.13,0.02,0.99,17.82,7.87,-2.87,25.98,1.37,-39.11,1
0.14,0.02,0.97,5.49,-2.01,0.31,26.32,1.88,-39.36,1
0.14,0.02,0.97,6.23,1.16,-2.93,26.59,2.20,-38.93,1
0.15,0.01,1.00,8.54,-7.32,-0.43,26.27,2.61,-38.96,1
0.14,0.01,0.96,1.83,-7.14,-2.99,26.60,2.12,-40.16,1
0.13,0.02,1.00,4.76,-10.68,-0.79,25.84,1.88,-39.58,1
0.13,0.01,0.98,9.22,-10.68,-3.17,25.68,1.55,-38.45,1
0.12,0.00,0.98,10.07,-8.18,1.34,26.54,2.26,-39.20,1
0.11,0.00,0.99,6.10,-11.11,1.46,25.61,2.16,-39.39,1
0.11,0.00,0.98,3.54,-6.59,-0.18,25.68,1.99,-38.88,1
0.10,-0.01,0.99,1.89,-8.42,1.22,25.45,1.88,-38.43,1
0.10,-0.01,0.99,8.48,-8.91,2.20,25.81,2.49,-38.56,1
0.09,-0.00,1.00,3.54,-7.20,-0.37,25.16,2.05,-39.14,1
0.09,-0.01,0.99,6.84,-9.77,-1.71,24.83,2.22,-39.22,1
0.08,-0.01,1.00,0.12,-11.54,1.53,24.93,2.20,-39.33,1
0.06,-0.02,0.99,11.05,-16.30,2.81,24.69,2.56,-40.04,1
0.06,-0.01,1.00,8.18,-13.00,2.26,24.23,2.21,-38.55,1
0.05,-0.03,0.98,11.84,-16.78,2.38,24.22,2.87,-39.45,1
0.03,-0.02,1.01,2.50,-14.40,2.01,23.40,2.28,-39.75,1
0.02,-0.03,0.99,14.40,-19.78,1.16,23.71,2.67,-38.53,1
-0.00,-0.03,0.98,4.88,-22.40,2.26,22.45,2.84,-38.87,1
-0.02,-0.04,1.00,1.65,-27.71,8.48,22.41,2.59,-39.78,1
-0.05,-0.04,1.00,13.24,-25.33,4.39,21.98,2.95,-39.62,1
-0.08,-0.04,0.96,1.46,-21.61,6.53,21.66,2.99,-38.82,1
-0.09,-0.05,0.99,4.46,-12.76,2.14,20.69,3.06,-39.61,1
-0.10,-0.04,1.00,3.66,-17.46,2.01,20.76,2.81,-39.56,1
-0.13,-0.05,0.98,15.32,-25.02,0.85,20.20,3.05,-38.15,1
-0.14,-0.05,1.01,-3.91,-12.39,3.30,20.30,3.36,-39.06,1
-0.16,-0.06,0.99,0.73,-13.79,1.28,19.76,3.05,-39.45,1
-0.15,-0.04,0.97,2.38,-9.46,2.56,19.48,2.49,-39.45,1
-0.16,-0.06,0.99,4.76,-10.62,2.99,18.95,3.08,-39.07,1
-0.18,-0.05,0.98,0.55,-11.11,2.81,18.85,3.34,-39.69,1
-0.19,-0.05,0.97,2.69,-8.54,2.08,18.82,3.11,-39.31,1
-0.18,-0.05,0.97,0.61,-4.33,1.16,18.52,3.16,-39.20,1
-0.18,-0.04,0.98,1.28,-2.99,1.16,19.08,2.83,-39.67,1
-0.18,-0.04,0.98,2.75,-5.19,1.89,18.84,2.76,-40.34,1
-0.18,-0.04,0.97,4.27,-4.82,1.04,18.96,2.83,-39.60,1
-0.19,-0.03,0.98,1.71,-3.78,2.20,19.06,3.16,-40.14,1
-0.18,-0.04,0.98,3.60,-3.05,0.73,19.02,3.06,-40.83,1
-0.18,-0.03,0.98,3.72,-3.78,1.71,18.84,2.67,-40.45,1
-0.19,-0.04,0.98,3.48,-3.36,2.20,19.09,2.82,-39.37,1
-0.18,-0.04,0.98,1.71,-1.77,2.26,18.62,2.78,-39.14,1
-0.18,-0.03,0.97,4.21,-4.52,1.59,18.71,2.56,-39.32,1
-0.18,-0.03,0.98,2.38,-2.44,0.31,18.76,2.47,-40.43,1
-0.19,-0.03,0.97,4.33,-4.21,1.16,18.51,2.78,-39.81,1
-0.18,-0.03,0.98,2.26,-2.14,0.92,18.48,2.64,-39.09,1
-0.18,-0.03,0.98,3.97,-3.23,1.34,18.18,2.45,-39.62,1
-0.18,-0.03,0.98,2.50,-2.75,0.85,18.48,2.67,-39.65,1
-0.19,-0.03,0.98,3.42,-3.78,1.65,18.91,2.05,-40.56,1
-0.18,-0.03,0.98,2.38,-2.81,0.85,18.88,2.83,-40.06,1
-0.18,-0.03,0.97,2.87,-3.36,0.43,18.53,3.05,-40.03,1
-0.18,-0.03,0.97,5.13,-3.72,1.16,18.87,2.77,-40.26,1
-0.18,-0.03,0.98,4.39,-2.50,0.37,18.52,2.60,-39.64,1
-0.18,-0.03,0.97,3.66,-3.23,0.43,18.57,2.49,-40.76,1
-0.18,-0.03,0.98,2.32,-2.44,1.46,18.38,2.91,-40.50,1
-0.18,-0.03,0.98,3.78,-3.42,0.61,18.88,3.11,-39.50,1
-0.18,-0.03,0.98,3.17,-2.81,0.55,18.80,2.55,-40.54,1
-0.18,-0.03,0.97,4.94,-4.58,0.98,18.48,2.98,-40.14,1
-0.18,-0.03,0.98,2.75,-2.56,0.61,18.53,3.11,-38.95,1
-0.18,-0.03,0.98,3.60,-3.17,0.92,19.12,3.52,-39.88,1
-0.18,-0.03,0.98,3.11,-3.30,1.22,18.84,3.17,-40.53,1
-0.18,-0.03,0.98,3.36,-2.26,0.98,18.52,2.72,-39.77,1
-0.18,-0.03,0.97,4.39,-3.30,1.16,18.66,2.76,-39.60,1
-0.18,-0.03,0.98,3.05,-2.26,0.67,18.31,3.06,-39.59,1
-0.18,-0.03,0.97,3.36,-3.66,0.85,18.13,2.94,-39.58,1
-0.18,-0.03,0.98,3.30,-2.50,1.46,18.29,2.62,-39.87,1
-0.18,-0.03,0.98,5.74,-3.05,0.55,18.58,3.25,-40.55,1
-0.18,-0.03,0.98,3.05,-3.30,1.10,18.55,3.04,-39.73,1
-0.18,-0.03,0.98,3.11,-1.40,2.20,18.73,3.39,-40.17,1
-0.18,-0.03,0.97,5.13,-2.62,0.73,18.37,3.06,-38.78,1
-0.18,-0.03,0.98,2.93,-0.79,-0.12,18.30,3.31,-39.70,1
-0.17,-0.03,0.98,4.27,1.71,0.18,18.62,2.62,-39.88,1
-0.17,-0.04,0.97,6.65,0.85,1.34,18.95,2.94,-40.75,1
-0.17,-0.03,0.99,2.93,5.98,6.04,19.14,2.34,-39.92,1
-0.15,-0.02,0.97,-2.62,6.23,1.40,19.75,2.45,-40.09,1
-0.15,-0.05,1.02,-6.53,13.24,4.27,20.40,2.16,-39.26,1
-0.13,-0.00,0.99,-10.74,16.54,0.49,20.63,1.48,-39.37,1
-0.10,0.00,0.99,-0.31,23.38,4.52,21.04,1.77,-40.21,1
-0.08,0.02,1.00,1.16,17.27,1.59,22.16,1.35,-40.23,1
-0.05,0.02,0.96,-2.99,21.18,-0.06,22.34,1.62,-39.65,1
-0.04,0.03,1.01,3.36,18.74,-3.23,22.58,1.65,-39.42,1
-0.01,-0.00,0.98,14.28,21.00,-2.20,23.57,1.64,-39.50,1
0.01,0.02,1.00,6.04,11.96,-0.73,24.10,1.23,-40.30,1
0.03,0.01,0.99,13.06,18.74,-0.37,24.98,2.00,-39.60,1
0.05,-0.01,0.97,7.81,19.35,-0.12,24.95,2.31,-40.41,1
0.07,-0.00,1.03,-1.16,17.03,0.98,25.38,1.97,-39.89,1
0.09,-0.00,0.95,-3.30,17.94,0.06,26.10,1.98,-39.10,1
0.11,0.03,0.97,-20.63,14.89,1.04,27.21,1.68,-40.10,1
0.13,0.04,0.99,-4.70,10.31,0.24,26.73,0.85,-38.73,1
0.13,0.05,0.96,-6.53,10.44,1.34,27.65,0.45,-39.78,1
0.16,0.06,0.98,-4.88,10.13,1.34,28.47,-0.51,-39.71,1
0.17,0.06,1.00,9.52,6.53,-0.31,28.63,-0.26,-39.84,1
0.18,0.06,0.97,1.89,2.14,0.79,28.16,-0.63,-39.71,1
0.18,0.07,0.97,4.88,5.80,-1.46,28.89,-0.04,-39.64,1
0.19,0.06,0.97,7.39,1.04,-0.79,29.25,-0.72,-39.11,1
0.20,0.06,0.97,1.46,0.43,1.89,28.47,0.39,-39.61,1
0.20,0.07,0.97,3.17,-1.65,1.53,28.81,0.28,-39.38,1
0.20,0.06,0.96,5.80,-2.87,-1.16,28.87,-0.51,-39.59,1
0.20,0.07,0.97,-4.39,-0.06,-0.43,29.03,-0.52,-40.09,1
0.20,0.07,0.97,-1.77,-2.20,0.85,29.03,-1.12,-39.21,1
0.20,0.09,0.96,1.65,-2.26,0.92,29.90,-1.01,-39.93,1
0.20,0.08,0.97,3.85,-2.87,0.98,29.26,-1.84,-39.54,1
0.20,0.08,0.97,8.24,-3.36,0.79,29.82,-1.04,-39.82,1
0.20,0.08,0.97,8.97,-3.72,2.20,29.26,-1.01,-38.99,1
0.20,0.08,0.96,2.56,-2.01,2.20,29.69,-1.95,-39.29,1
0.20,0.08,0.96,4.39,-4.09,1.10,29.77,-1.61,-39.23,1
0.20,0.08,0.97,6.16,-2.56,1.65,29.64,-1.39,-39.47,1
0.20,0.07,0.97,4.94,-3.42,0.43,29.79,-1.46,-39.75,1
0.20,0.08,0.96,5.86,-2.32,1.22,29.47,-1.55,-39.37,1
0.20,0.07,0.97,11.66,-2.26,1.71,29.46,-0.98,-38.45,1
0.21,0.07,0.97,5.98,-0.49,0.98,29.25,-1.06,-37.52,1
0.20,0.06,0.98,2.56,-3.48,0.79,29.85,-1.15,-38.78,1
0.20,0.06,0.96,7.63,-2.56,1.77,29.80,-0.88,-38.68,1
0.21,0.07,0.97,2.32,-3.11,2.56,29.74,-0.99,-38.50,1
0.21,0.06,0.96,6.59,-2.87,1.34,29.86,-0.62,-39.10,1
0.21,0.06,0.97,-0.37,-3.72,2.32,29.68,-1.09,-38.34,1
0.20,0.07,0.96,2.62,-3.11,1.22,30.26,-0.39,-38.49,1
0.20,0.07,0.97,1.04,-3.60,2.69,29.96,-0.71,-38.33,1
0.20,0.07,0.96,6.16,-3.48,2.20,29.72,-0.96,-39.20,1
0.20,0.06,0.97,6.16,-3.85,2.93,29.81,-1.37,-39.36,1
0.20,0.07,0.97,3.54,-3.97,2.99,29.46,-1.39,-38.55,1
0.20,0.06,0.97,5.37,-6.16,2.44,29.64,-0.73,-38.65,1
